PREFERENCE,PROPERTY_TYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,FURNISH,AGE,FLOOR_NUM,TOTAL_FLOOR,SUPERBUILTUP_SQFT,PRICE,LOCALITY_WO_CITY,stories
S,Residential Apartment,3.0,3.0,3.0,5424.0,Unfurnished,0-1,8.0,29.0,1650.0,0.895,Sector 68,single
S,Residential Apartment,3.0,3.0,3.0,4250.0,Unfurnished,1-5,4.0,23.0,1600.0,0.68,Sector 92,single
S,Independent/Builder Floor,4.0,4.0,4.0,12857.0,Semi-furnished,1-5,2.0,2.0,1750.0,2.25,Sector 65,single
S,Independent/Builder Floor,3.0,3.0,3.0,10312.0,Furnished,5-10,3.0,3.0,1600.0,1.65,Malibu Town,single
S,Residential Apartment,2.0,2.0,2.0,4898.0,Semi-furnished,0-1,2.0,4.0,980.0,0.48,Sector 92,single
S,Residential Apartment,5.0,7.0,3.0,14398.0,Semi-furnished,1-5,0.0,16.0,3750.0,3.5,Sector 83,single
S,Residential Apartment,2.0,2.0,2.0,4897.0,Semi-furnished,0-1,4.0,4.0,980.0,0.48,Sector 92,single
S,Independent/Builder Floor,3.0,3.0,4.0,9666.0,Unfurnished,Under Construction,3.0,4.0,1500.0,1.45,Sector 92,single
S,Independent/Builder Floor,4.0,4.0,3.0,9207.0,Unfurnished,Under Construction,2.0,4.0,1955.0,1.8,Sector 91,single
S,Independent/Builder Floor,4.0,4.0,3.0,9184.0,Unfurnished,Under Construction,2.0,4.0,1742.0,1.6,Sector 91,single
S,Residential Apartment,3.0,3.0,4.0,16237.0,Semi-furnished,1-5,14.0,30.0,1620.0,1.4,Sector 79,single
S,Residential Apartment,3.0,3.0,1.0,8035.0,Unfurnished,1-5,14.0,19.0,1929.0,1.55,Sector 86,single
S,Residential Apartment,3.0,3.0,3.0,22500.0,Semi-furnished,Under Construction,10.0,35.0,2200.0,3.6,Sector 62,single
S,Independent/Builder Floor,10.0,10.0,4.0,8438.0,Furnished,0-1,5.0,5.0,2785.0,2.35,Sector 43,single
S,Independent/Builder Floor,4.0,4.0,3.0,8984.0,Unfurnished,Under Construction,4.0,4.0,2560.0,2.3,Sector 91,single
S,Independent/Builder Floor,10.0,10.0,4.0,6271.0,Furnished,0-1,5.0,5.0,2870.0,1.8,Sushant Lok Phase 1,single
S,Independent/Builder Floor,10.0,10.0,4.0,6785.0,Furnished,0-1,5.0,5.0,2800.0,1.9,Sushant Lok Phase 1,single
S,Independent/Builder Floor,10.0,10.0,4.0,7259.0,Furnished,0-1,5.0,5.0,2700.0,1.96,Sector 43,single
S,Independent/Builder Floor,10.0,10.0,4.0,6666.0,Furnished,0-1,5.0,5.0,2700.0,1.8,Sector 43,single
S,Independent/Builder Floor,10.0,10.0,4.0,6962.0,Furnished,0-1,5.0,5.0,2700.0,1.88,Sushant Lok Phase 1,single
S,Independent/Builder Floor,9.0,9.0,4.0,6712.0,Furnished,0-1,5.0,5.0,2756.0,1.85,Sushant Lok Phase 1,single
S,Independent/Builder Floor,9.0,9.0,4.0,7891.0,Furnished,0-1,5.0,5.0,2851.0,2.25,Sushant Lok Phase 1,single
S,Independent/Builder Floor,10.0,10.0,4.0,6923.0,Furnished,0-1,5.0,5.0,2860.0,1.98,Sushant Lok Phase 1,single
S,Independent/Builder Floor,10.0,10.0,4.0,6584.0,Furnished,0-1,5.0,5.0,2840.0,1.87,Sushant Lok Phase 1,single
S,Independent/Builder Floor,10.0,10.0,4.0,7090.0,Furnished,0-1,5.0,5.0,2750.0,1.95,Sushant Lok Phase 1,single
S,Independent House/Villa,8.0,8.0,4.0,7200.0,Furnished,1-5,4.0,4.0,2500.0,1.8,Sushant Lok Phase 1,multi
S,Independent/Builder Floor,9.0,9.0,4.0,7625.0,Furnished,0-1,5.0,5.0,4800.0,3.66,Sushant Lok Phase 1,single
S,Residential Apartment,4.0,4.0,3.0,9029.0,Semi-furnished,1-5,10.0,29.0,2215.0,2.0,Sector 90,single
S,Residential Apartment,3.0,3.0,2.0,8400.0,Semi-furnished,1-5,13.0,29.0,1726.0,1.45,Sector 90,single
S,Residential Apartment,3.0,3.0,4.0,7562.0,Unfurnished,5-10,12.0,29.0,1719.0,1.3,Sector 90,single
S,Residential Apartment,3.0,3.0,3.0,21000.0,Semi-furnished,0-1,18.0,32.0,2588.0,4.2,Sector 62,single
S,Residential Apartment,3.0,4.0,4.0,5595.0,Semi-furnished,0-1,8.0,19.0,1805.0,1.01,Sector 93,single
S,Residential Apartment,3.0,3.0,3.0,4198.0,Unfurnished,5-10,6.0,14.0,1572.0,0.66,Sector 92,single
S,Residential Apartment,3.0,3.0,3.0,4770.0,Furnished,5-10,10.0,14.0,1572.0,0.75,Sector 92,single
S,Residential Apartment,2.0,2.0,1.0,5596.0,Unfurnished,0-1,2.0,8.0,629.0,0.352,Sohna,single
S,Residential Apartment,3.0,3.0,1.0,14326.0,Semi-furnished,10+,5.0,14.0,1396.0,2.0,DLF Phase 5,single
S,Residential Apartment,3.0,3.0,2.0,15003.0,Semi-furnished,10+,9.0,19.0,1333.0,2.0,DLF Phase 5,single
S,Residential Apartment,2.0,2.0,1.0,16078.0,Semi-furnished,10+,9.0,19.0,964.0,1.55,DLF Phase 5,single
S,Residential Apartment,2.0,2.0,2.0,4413.0,Unfurnished,1-5,1.0,13.0,580.0,0.256,Sohna Road,single
S,Residential Apartment,3.0,2.0,4.0,7176.0,Unfurnished,Under Construction,3.0,4.0,1190.0,0.8540000000000001,Sector 92,single
S,Residential Apartment,3.0,2.0,4.0,7084.0,Unfurnished,Under Construction,2.0,4.0,1190.0,0.843,Sector 92,single
S,Residential Apartment,2.0,2.0,4.0,7158.0,Unfurnished,Under Construction,2.0,4.0,1010.0,0.723,Sector 92,single
S,Residential Apartment,3.0,2.0,4.0,7564.0,Unfurnished,Under Construction,2.0,4.0,1090.0,0.8245,Sector 92,single
S,Residential Apartment,2.0,2.0,4.0,7578.0,Unfurnished,Under Construction,2.0,4.0,954.0,0.723,Sector 92,single
S,Residential Apartment,4.0,4.0,3.0,8571.0,Semi-furnished,Under Construction,2.0,4.0,2800.0,2.4,Sector 84,single
S,Residential Apartment,3.0,3.0,4.0,8370.0,Semi-furnished,1-5,9.0,15.0,1810.0,1.51,Sector 81,single
S,Residential Apartment,3.0,2.0,4.0,7176.0,Unfurnished,Under Construction,2.0,4.0,1190.0,0.8540000000000001,Sector 92,single
S,Residential Apartment,2.0,2.0,4.0,5358.0,Unfurnished,1-5,1.0,2.0,1269.0,0.68,Sector-33 Sohna,single
S,Independent House/Villa,4.0,4.0,4.0,29629.62962962963,Furnished,1-5,4.0,4.0,540.0,1.6,Sushant Lok Phase 1,multi
S,Residential Apartment,3.0,3.0,2.0,24101.0,Semi-furnished,5-10,30.0,30.0,2282.0,5.5,Sector 54,single
S,Residential Apartment,3.0,2.0,4.0,7285.0,Semi-furnished,Under Construction,2.0,4.0,1190.0,0.867,Sector 92,single
S,Residential Apartment,3.0,2.0,4.0,7142.0,Semi-furnished,Under Construction,2.0,4.0,1190.0,0.85,Sector 92,single
S,Residential Apartment,3.0,4.0,3.0,8018.0,Unfurnished,1-5,10.0,19.0,2120.0,1.7,Sector 92,single
S,Residential Apartment,3.0,3.0,4.0,6804.0,Semi-furnished,1-5,12.0,20.0,1690.0,1.15,Sector 82,single
S,Residential Apartment,3.0,4.0,2.0,5530.0,Unfurnished,0-1,14.0,20.0,1790.0,0.99,Sector 82,single
S,Residential Apartment,3.0,4.0,2.0,5418.0,Unfurnished,1-5,16.0,19.0,1790.0,0.97,Sector 82,single
S,Independent/Builder Floor,10.0,10.0,4.0,6888.0,Furnished,1-5,5.0,5.0,2700.0,1.86,Sushant Lok Phase 1,single
S,Residential Apartment,3.0,3.0,4.0,6873.0,Semi-furnished,Under Construction,2.0,4.0,1305.0,0.897,Sector 37D,single
S,Residential Apartment,3.0,2.0,4.0,7633.0,Semi-furnished,Under Construction,3.0,4.0,1090.0,0.8320000000000001,Sector 92,single
S,Residential Apartment,3.0,2.0,4.0,7550.0,Semi-furnished,Under Construction,2.0,4.0,1090.0,0.823,Sector 92,single
S,Independent/Builder Floor,4.0,4.0,1.0,12777.777777777776,Semi-furnished,0-1,1.0,4.0,4500.0,5.75,Sushant Lok Phase 1,single
S,Residential Apartment,2.0,2.0,4.0,6114.0,Semi-furnished,Under Construction,3.0,4.0,960.0,0.5870000000000001,Sector 92,single
S,Residential Apartment,3.0,2.0,4.0,6935.0,Semi-furnished,Under Construction,2.0,4.0,1090.0,0.7559999999999999,Sector 92,single
S,Residential Apartment,3.0,2.0,4.0,6733.0,Semi-furnished,Under Construction,3.0,4.0,1090.0,0.7340000000000001,Sector 92,single
S,Residential Apartment,3.0,2.0,4.0,6633.0,Semi-furnished,Under Construction,2.0,4.0,1090.0,0.723,Sector 92,single
S,Residential Apartment,3.0,2.0,4.0,5983.0,Semi-furnished,Under Construction,2.0,4.0,1190.0,0.7120000000000001,Sector 92,single
S,Residential Apartment,2.0,2.0,4.0,6083.0,Semi-furnished,Under Construction,4.0,4.0,960.0,0.584,Sector 92,single
S,Residential Apartment,2.0,2.0,4.0,5979.0,Semi-furnished,Under Construction,2.0,4.0,960.0,0.574,Sector 92,single
S,Residential Apartment,4.0,6.0,4.0,4714.0,Semi-furnished,1-5,8.0,18.0,3500.0,1.65,Sector 82,single
S,Residential Apartment,3.0,4.0,2.0,5754.0,Unfurnished,1-5,6.0,20.0,1790.0,1.03,Sector 82,single
S,Residential Apartment,3.0,4.0,2.0,5642.0,Semi-furnished,1-5,10.0,19.0,1790.0,1.01,Sector 82,single
S,Independent/Builder Floor,3.0,3.0,1.0,11934.156378600825,Semi-furnished,0-1,3.0,4.0,2430.0,2.9,DLF Phase 4,single
S,Independent/Builder Floor,3.0,3.0,1.0,8518.518518518518,Semi-furnished,0-1,0.0,4.0,2700.0,2.3,Ardee City,single
S,Independent/Builder Floor,3.0,3.0,1.0,12403.100775193798,Semi-furnished,0-1,3.0,4.0,1935.0,2.4,Sushant Lok Phase 1,single
S,Independent House/Villa,5.0,5.0,1.0,27777.777777777777,Semi-furnished,10+,3.0,3.0,2700.0,7.5,Sushant Lok Phase 1,multi
S,Independent/Builder Floor,4.0,4.0,1.0,11111.111111111111,Semi-furnished,0-1,3.0,4.0,4500.0,5.0,Sushant Lok Phase 1,single
S,Independent/Builder Floor,4.0,4.0,1.0,13333.333333333334,Semi-furnished,0-1,2.0,4.0,2700.0,3.6,Sushant Lok Phase 1,single
S,Independent/Builder Floor,4.0,4.0,1.0,13888.888888888889,Semi-furnished,0-1,2.0,4.0,2700.0,3.75,Sushant Lok Phase 1,single
S,Independent/Builder Floor,3.0,3.0,1.0,12144.70284237726,Semi-furnished,0-1,1.0,4.0,1935.0,2.35,Sushant Lok Phase 1,single
S,Independent/Builder Floor,3.0,3.0,1.0,12037.037037037036,Semi-furnished,0-1,0.0,4.0,2160.0,2.6,South City 1,single
S,Independent/Builder Floor,4.0,4.0,1.0,11666.666666666666,Semi-furnished,0-1,2.0,4.0,4500.0,5.25,DLF Phase 2,single
S,Residential Apartment,3.0,3.0,4.0,5799.0,Semi-furnished,Under Construction,7.0,14.0,1776.0,1.03,Sohna,single
S,Residential Apartment,3.0,3.0,4.0,6247.0,Semi-furnished,Under Construction,8.0,14.0,1527.0,0.954,Sohna,single
S,Residential Apartment,2.0,2.0,3.0,5410.0,Unfurnished,0-1,1.0,4.0,1210.0,0.6547,Sector-33 Sohna,single
S,Residential Apartment,2.0,2.0,3.0,5056.0,Unfurnished,0-1,1.0,4.0,1255.0,0.6346,Sector-33 Sohna,single
S,Residential Apartment,2.0,2.0,4.0,5211.0,Unfurnished,0-1,1.0,4.0,1255.0,0.654,Sector-33 Sohna,single
S,Residential Apartment,2.0,2.0,4.0,5330.0,Unfurnished,0-1,2.0,4.0,1210.0,0.645,Sector-33 Sohna,single
S,Residential Apartment,3.0,5.0,4.0,4521.0,Semi-furnished,1-5,15.0,19.0,2300.0,1.15,Sector 82,single
S,Independent House/Villa,4.0,4.0,4.0,14444.444444444443,Unfurnished,1-5,2.0,2.0,2700.0,3.9,Sector 82,multi
S,Residential Apartment,4.0,5.0,4.0,6153.0,Furnished,1-5,20.0,20.0,3250.0,2.0,Sector 82,single
S,Independent House/Villa,4.0,4.0,4.0,15000.0,Unfurnished,1-5,2.0,2.0,2700.0,4.05,Sector 82,multi
S,Residential Apartment,3.0,3.0,3.0,5074.0,Unfurnished,1-5,3.0,12.0,1340.0,0.7,Sector 83,single
S,Residential Apartment,3.0,3.0,3.0,5074.0,Semi-furnished,1-5,8.0,14.0,1340.0,0.68,Sector 83,single
S,Residential Apartment,3.0,3.0,3.0,5149.0,Furnished,1-5,5.0,14.0,1340.0,0.69,Sector 83,single
S,Residential Apartment,3.0,3.0,3.0,20459.0,Semi-furnished,Under Construction,16.0,33.0,2095.0,4.29,Sector 59,single
S,Independent/Builder Floor,3.0,3.0,2.0,13000.0,Semi-furnished,Under Construction,4.0,4.0,1371.0,1.78,Sector 76,single
S,Residential Apartment,3.0,2.0,1.0,13616.0,Semi-furnished,5-10,9.0,18.0,3672.0,5.0,Sector 50,single
S,Independent/Builder Floor,2.0,2.0,2.0,9000.0,Unfurnished,Under Construction,2.0,4.0,1103.0,0.9927,Sector 89,single
S,Residential Apartment,4.0,4.0,3.0,14382.0,Semi-furnished,1-5,12.0,29.0,2955.0,4.25,Sector 81,single
S,Independent/Builder Floor,2.0,2.0,1.0,7000.0,Unfurnished,10+,0.0,4.0,800.0,0.56,Sector 3,single
S,Residential Apartment,3.0,3.0,2.0,18300.0,Semi-furnished,1-5,7.0,33.0,2295.0,4.83,Sector 59,single
S,Residential Apartment,3.0,3.0,3.0,17777.0,Unfurnished,Under Construction,18.0,39.0,2250.0,4.0,Sector 61,single
S,Independent/Builder Floor,3.0,3.0,2.0,7903.0,Semi-furnished,10+,2.0,2.0,1455.0,1.15,Sector 67,single
S,Independent/Builder Floor,2.0,2.0,2.0,14000.0,Semi-furnished,Under Construction,3.0,4.0,1150.0,1.61,Sector 61,single
S,Residential Apartment,3.0,3.0,2.0,19195.0,Semi-furnished,0-1,1.0,33.0,2188.0,4.65,Sector 59,single
S,Residential Apartment,4.0,5.0,4.0,15004.0,Semi-furnished,5-10,16.0,18.0,2999.0,4.5,Sector 49,single
S,Residential Apartment,3.0,3.0,2.0,21045.0,Semi-furnished,Under Construction,16.0,33.0,2295.0,4.83,Sector 59,single
S,Independent/Builder Floor,3.0,3.0,2.0,15726.0,Semi-furnished,0-1,4.0,4.0,1812.0,2.85,Sector 63,single
S,Residential Apartment,3.0,3.0,2.0,19460.0,Semi-furnished,Under Construction,33.0,33.0,2595.0,5.05,Sector 59,single
S,Residential Apartment,4.0,4.0,3.0,21818.0,Semi-furnished,Under Construction,35.0,40.0,2750.0,6.0,Sector 61,single
S,Residential Apartment,3.0,4.0,3.0,17777.0,Semi-furnished,Under Construction,19.0,42.0,2250.0,4.0,Sector 61,single
S,Residential Apartment,5.0,5.0,4.0,20000.0,Semi-furnished,1-5,18.0,27.0,4795.0,9.59,Sector 62,single
S,Residential Apartment,5.0,5.0,3.0,20000.0,Semi-furnished,1-5,9.0,27.0,4350.0,8.7,Sector 62,single
S,Residential Apartment,4.0,4.0,3.0,16469.0,Semi-furnished,5-10,31.0,39.0,2793.0,4.6,Sector 60,single
S,Residential Apartment,4.0,4.0,3.0,15759.0,Semi-furnished,1-5,39.0,39.0,4759.0,7.5,Sector 60,single
S,Residential Apartment,3.0,3.0,1.0,14384.0,Unfurnished,10+,7.0,17.0,1300.0,1.87,Sector 28,single
S,Residential Apartment,4.0,4.0,2.0,15990.0,Unfurnished,10+,7.0,14.0,1701.0,2.72,DLF Phase 2,single
S,Residential Apartment,3.0,3.0,1.0,14812.0,Unfurnished,10+,5.0,14.0,1519.0,2.25,DLF Phase 2,single
S,Residential Apartment,3.0,4.0,4.0,24245.0,Semi-furnished,0-1,2.0,14.0,2685.0,6.51,MG Road,single
S,Residential Apartment,3.0,4.0,4.0,12980.0,Semi-furnished,Under Construction,10.0,20.0,2781.0,3.61,Sector 22,single
S,Independent House/Villa,6.0,5.0,4.0,17094.017094017094,Semi-furnished,10+,2.0,2.0,4680.0,8.0,Palam Vihar,multi
S,Residential Apartment,4.0,4.0,3.0,19378.0,Unfurnished,5-10,13.0,18.0,2575.0,4.99,DLF Phase 5,single
S,Residential Apartment,4.0,4.0,2.0,12650.0,Semi-furnished,5-10,0.0,3.0,2510.0,3.15,Sector 49,single
S,Residential Apartment,3.0,4.0,3.0,13581.0,Semi-furnished,5-10,10.0,17.0,2200.0,2.95,Sector 49,single
S,Residential Apartment,4.0,4.0,4.0,13092.0,Semi-furnished,5-10,5.0,14.0,2635.0,3.45,Sector 67,single
S,Residential Apartment,4.0,4.0,4.0,9769.0,Semi-furnished,5-10,18.0,29.0,3470.0,3.39,Sector 81,single
S,Independent House/Villa,3.0,3.0,4.0,17003.367003367002,Semi-furnished,10+,3.0,3.0,594.0,1.01,Palam Vihar,multi
S,Independent House/Villa,3.0,3.0,3.0,16835.016835016835,Semi-furnished,10+,3.0,3.0,594.0,1.0,Palam Vihar,multi
S,Residential Apartment,4.0,4.0,3.0,14655.0,Semi-furnished,5-10,5.0,17.0,2939.0,4.25,Nirvana Country,single
S,Residential Apartment,3.0,4.0,3.0,13958.0,Semi-furnished,5-10,6.0,17.0,2491.0,3.35,Nirvana Country,single
S,Independent/Builder Floor,4.0,4.0,3.0,10428.0,Semi-furnished,5-10,1.0,2.0,3500.0,3.65,Nirvana Country,single
S,Independent/Builder Floor,4.0,4.0,3.0,19318.0,Semi-furnished,Under Construction,2.0,4.0,2875.0,4.25,Nirvana Country,single
S,Independent/Builder Floor,3.0,3.0,1.0,9909.0,Semi-furnished,Under Construction,2.0,4.0,1614.0,1.6,Sector 93,single
S,Residential Apartment,3.0,3.0,4.0,12708.0,Semi-furnished,5-10,11.0,18.0,2400.0,3.05,Sector 59,single
S,Residential Apartment,3.0,3.0,4.0,17941.0,Semi-furnished,5-10,10.0,20.0,2374.0,3.05,Sector 59,single
S,Independent/Builder Floor,3.0,3.0,0.0,9259.0,Semi-furnished,1-5,0.0,2.0,2160.0,2.0,Nirvana Country,single
S,Residential Apartment,4.0,6.0,3.0,27631.0,Semi-furnished,5-10,16.0,17.0,3800.0,10.49978,Sector 48,single
S,Residential Apartment,3.0,2.0,4.0,17600.0,Semi-furnished,5-10,2.0,18.0,1717.0,2.2,Sector 59,single
S,Residential Apartment,3.0,3.0,3.0,12939.0,Semi-furnished,Under Construction,10.0,34.0,1932.0,2.5,Sector 65,single
S,Residential Apartment,3.0,4.0,3.0,10232.0,Semi-furnished,5-10,4.0,16.0,2150.0,2.2,Sector 70,single
S,Residential Apartment,3.0,4.0,3.0,10000.0,Semi-furnished,5-10,5.0,16.0,2150.0,2.15,Sector 70,single
S,Residential Apartment,4.0,5.0,4.0,17058.0,Semi-furnished,0-1,4.0,5.0,2050.0,2.9,Sector 65,single
S,Residential Apartment,2.0,2.0,2.0,5595.0,Semi-furnished,1-5,7.0,14.0,554.0,0.31,Sector 107,single
S,Residential Apartment,1.0,1.0,2.0,6000.0,Semi-furnished,1-5,2.0,4.0,350.0,0.21,Sector 107,single
S,Residential Apartment,1.0,1.0,2.0,5714.0,Unfurnished,0-1,2.0,4.0,350.0,0.2,Sector 107,single
S,Residential Apartment,2.0,2.0,2.0,6134.0,Semi-furnished,1-5,5.0,14.0,1050.0,0.3,Sector 107,single
S,Residential Apartment,2.0,2.0,4.0,10833.0,Semi-furnished,Under Construction,2.0,4.0,1201.0,1.3,Sector 61,single
S,Residential Apartment,2.0,2.0,3.0,9523.0,Semi-furnished,1-5,4.0,15.0,1470.0,1.4,Sector 79,single
S,Independent/Builder Floor,3.0,3.0,0.0,10653.0,Semi-furnished,1-5,0.0,2.0,2403.0,2.56,Sector 65,single
S,Residential Apartment,3.0,3.0,3.0,16184.0,Semi-furnished,Under Construction,2.0,33.0,2595.0,4.2,Sector 59,single
S,Residential Apartment,4.0,5.0,4.0,17719.0,Semi-furnished,1-5,8.0,27.0,3104.0,5.5,Sector 62,single
S,Residential Apartment,3.0,3.0,4.0,11320.0,Semi-furnished,1-5,8.0,12.0,2385.0,2.7,Sector 60,single
S,Independent/Builder Floor,3.0,3.0,3.0,7407.0,Semi-furnished,5-10,1.0,2.0,2160.0,1.6,Nirvana Country,single
S,Independent/Builder Floor,2.0,2.0,2.0,11000.0,Semi-furnished,5-10,2.0,2.0,1000.0,1.1,Nirvana Country,single
S,Residential Apartment,3.0,2.0,4.0,12813.0,Semi-furnished,5-10,3.0,18.0,1717.0,2.2,Sector 59,single
S,Residential Apartment,3.0,3.0,3.0,18571.0,Semi-furnished,1-5,3.0,5.0,1650.0,2.6,Sector 65,single
S,Residential Apartment,3.0,3.0,3.0,16428.0,Semi-furnished,1-5,3.0,5.0,1650.0,2.3,Sector 65,single
S,Residential Apartment,4.0,4.0,3.0,19117.0,Semi-furnished,1-5,1.0,4.0,1975.0,3.25,Sector 65,single
S,Residential Apartment,4.0,4.0,3.0,20000.0,Unfurnished,1-5,0.0,5.0,1975.0,3.4,Sector 65,single
S,Residential Apartment,2.0,2.0,1.0,6976.0,Semi-furnished,0-1,9.0,14.0,602.0,0.42,Sector 107,single
S,Residential Apartment,2.0,2.0,2.0,5234.0,Unfurnished,0-1,8.0,14.0,554.0,0.29,Sector 107,single
S,Residential Apartment,1.0,1.0,2.0,5571.0,Unfurnished,0-1,1.0,4.0,350.0,0.195,Sector 107,single
S,Residential Apartment,3.0,2.0,4.0,12696.0,Semi-furnished,5-10,3.0,18.0,1717.0,2.18,Sector 59,single
S,Independent/Builder Floor,4.0,5.0,3.0,12500.0,Semi-furnished,0-1,2.0,4.0,5000.0,5.0,Malibu Town,single
S,Residential Apartment,3.0,3.0,3.0,11250.0,Furnished,Under Construction,2.0,4.0,1500.0,1.35,Gwal Pahari,single
S,Residential Apartment,4.0,5.0,4.0,15454.0,Semi-furnished,1-5,2.0,12.0,2847.0,4.4,Sector 67,single
S,Residential Apartment,3.0,4.0,4.0,13080.0,Semi-furnished,1-5,8.0,40.0,2905.0,3.8,Sector 72,single
S,Residential Apartment,3.0,3.0,3.0,9650.0,Furnished,0-1,4.0,4.0,1430.0,1.38,Golf Course Ext Road,single
S,Residential Apartment,3.0,3.0,3.0,9650.0,Furnished,Under Construction,1.0,4.0,1430.0,1.35,Gwal Pahari,single
S,Independent/Builder Floor,4.0,5.0,3.0,11111.111111111111,Semi-furnished,0-1,4.0,4.0,4500.0,5.0,Malibu Town,single
S,Residential Apartment,3.0,3.0,4.0,17864.0,Unfurnished,Under Construction,8.0,33.0,2295.0,4.1,Sector 59,single
S,Residential Apartment,3.0,3.0,4.0,10980.0,Semi-furnished,5-10,4.0,16.0,2550.0,2.8,Sector 48,single
S,Independent/Builder Floor,3.0,3.0,2.0,8985.0,Semi-furnished,0-1,1.0,4.0,1725.0,1.55,Sushant Lok Phase 3,single
S,Residential Apartment,2.0,2.0,1.0,16523.0,Semi-furnished,1-5,4.0,7.0,1634.0,2.7,sector 58,single
S,Residential Apartment,2.0,2.0,3.0,7692.0,Semi-furnished,Under Construction,8.0,25.0,1365.0,1.05,Sector 99,single
S,Residential Apartment,4.0,5.0,4.0,7054.0,Semi-furnished,Under Construction,6.0,25.0,2835.0,2.0,Sector 99,single
S,Residential Apartment,3.0,4.0,4.0,7291.0,Semi-furnished,Under Construction,14.0,25.0,2400.0,1.75,Sector 99,single
S,Residential Apartment,3.0,3.0,3.0,12000.0,Semi-furnished,Under Construction,8.0,22.0,1800.0,1.2,Sector 37D,single
S,Residential Apartment,2.0,2.0,2.0,12190.0,Unfurnished,0-1,14.0,25.0,1276.0,1.6,Sector 113 Gurgaon,single
S,Residential Apartment,3.0,3.0,3.0,7800.0,Semi-furnished,Under Construction,16.0,20.0,2780.0,2.6,Sector 99,single
S,Residential Apartment,2.0,3.0,3.0,10294.0,Semi-furnished,1-5,22.0,29.0,1700.0,1.75,Sector 104,single
S,Residential Apartment,3.0,4.0,3.0,9600.0,Unfurnished,Under Construction,11.0,25.0,2129.0,2.25,Sector 85,single
S,Independent/Builder Floor,4.0,5.0,2.0,12888.0,Semi-furnished,0-1,1.0,4.0,4500.0,5.8,Sector 43,single
S,Residential Apartment,3.0,3.0,3.0,6790.0,Semi-furnished,1-5,8.0,14.0,1620.0,1.1,Sector 71,single
S,Residential Apartment,4.0,5.0,4.0,12297.0,Semi-furnished,0-1,8.0,17.0,3090.0,3.8,Sector 49,single
S,Residential Apartment,2.0,2.0,2.0,9584.664536741217,Unfurnished,0-1,7.0,14.0,626.0,0.6,Sector 76,single
S,Residential Apartment,2.0,2.0,1.0,9493.0,Unfurnished,1-5,4.0,12.0,632.0,0.6,Sector 102,single
S,Residential Apartment,3.0,4.0,3.0,6250.0,Semi-furnished,1-5,7.0,19.0,1840.0,1.15,Sector 93,single
S,Residential Apartment,2.0,2.0,2.0,11857.0,Semi-furnished,1-5,15.0,22.0,1400.0,1.66,Sector 61,single
S,Residential Apartment,2.0,2.0,1.0,8857.0,Semi-furnished,5-10,6.0,12.0,700.0,0.62,Sector 71,single
S,Residential Apartment,2.0,2.0,2.0,4017.0,Semi-furnished,1-5,2.0,10.0,1170.0,0.47,Sector 1,single
S,Residential Apartment,3.0,3.0,4.0,8324.0,Semi-furnished,1-5,8.0,13.0,1862.0,1.55,Sector 91,single
S,Residential Apartment,3.0,3.0,4.0,10645.0,Semi-furnished,5-10,5.0,8.0,1550.0,1.65,Sector 47,single
S,Residential Apartment,2.0,2.0,2.0,8571.0,Semi-furnished,1-5,16.0,29.0,1260.0,1.08,Sector 68,single
S,Residential Apartment,2.0,2.0,4.0,8278.0,Semi-furnished,5-10,9.0,16.0,1510.0,1.25,Sector 70,single
S,Residential Apartment,3.0,3.0,3.0,12479.0,Semi-furnished,1-5,26.0,32.0,1795.0,2.24,Sector 61,single
S,Residential Apartment,3.0,3.0,3.0,7916.0,Semi-furnished,5-10,4.0,13.0,2400.0,1.9,Sector 49,single
S,Residential Apartment,3.0,3.0,3.0,8461.0,Semi-furnished,1-5,6.0,10.0,1950.0,1.65,Sector 47,single
S,Residential Apartment,3.0,3.0,3.0,14117.0,Semi-furnished,1-5,28.0,32.0,1700.0,2.4,Sector 61,single
S,Independent/Builder Floor,3.0,3.0,2.0,5187.0,Semi-furnished,0-1,2.0,4.0,1600.0,0.83,Shivpuri,single
S,Residential Apartment,3.0,4.0,3.0,20000.0,Semi-furnished,1-5,8.0,40.0,3900.0,7.8,Sector 65,single
S,Independent/Builder Floor,4.0,4.0,2.0,9333.0,Semi-furnished,5-10,2.0,3.0,1500.0,1.4,Sector 9A,single
S,Independent/Builder Floor,3.0,3.0,2.0,10333.0,Furnished,1-5,2.0,3.0,3000.0,3.1,Malibu Town,single
S,Independent/Builder Floor,3.0,3.0,2.0,10701.0,Semi-furnished,1-5,3.0,3.0,2850.0,3.05,Malibu Town,single
S,Independent/Builder Floor,4.0,4.0,3.0,7407.407407407408,Semi-furnished,0-1,2.0,4.0,2430.0,1.8,Sector 92,single
S,Residential Apartment,4.0,4.0,3.0,15648.0,Semi-furnished,1-5,10.0,40.0,3355.0,5.25,Sector 72,single
S,Residential Apartment,4.0,3.0,4.0,8000.0,Semi-furnished,5-10,9.0,12.0,2250.0,1.8,Sector 47,single
S,Residential Apartment,4.0,4.0,3.0,21839.0,Semi-furnished,10+,8.0,18.0,2610.0,5.7,DLF Phase 5,single
S,Residential Apartment,4.0,3.0,3.0,19776.0,Semi-furnished,10+,4.0,10.0,3843.0,7.6,Sector 28,single
