,LATITUDE,LONGITUDE
3257, '28.4107213', '77.0465652'
3258, '28.4160426', '77.0593246'
3259, '28.3935416', '76.9599852'
3260, '28.407854', '76.9153281'
3261, '28.399611581537', '76.975736174694'
3262, '28.4170586', '76.9524174'
3263, '28.4090849', '77.1014979'
3264, '28.444091', '76.967096'
3265, '28.399611581537', '76.975736174694'
3266, '28.5234609', '77.0269545'
3267, '28.4754909', '77.1032095'
3268, '28.356562', '76.973291'
3269, '28.393967', '76.959507'
3270, '28.409208', '76.925732'
3271, '28.407789', '76.915274'
3272, '28.414055', '76.914303'
3273, '28.446282', '76.954775'
3274, '28.3889069', '76.9513279'
3275, '28.4583384', '77.06652'
3276, '28.4934896', '77.1039288'
3277, '28.45919', '77.10224'
3278, '28.446127', '77.06218'
3279, '28.42049', '77.06328'
3280, '28.4256506', '77.099613'
3281, '28.439540901931', '76.969755011392'
3282, '28.439540901931', '76.969755011392'
3283, '28.499517', '77.017245'
3284, '28.388058', '76.94343'
3285, '28.4878048', '76.9940123'
3286, '28.4878048', '76.9940123'
3287, '28.39098', '77.08761'
3288, '28.499517', '77.017245'
3289, '28.429253', '77.029756'
3290, '28.386048', '77.0607637'
3291, '28.443365', '77.06152'
3292, '28.474861', '76.976292'
3293, '28.499693', '76.999962'
3294, '28.4050911', '77.1096829'
3295, '28.43642', '77.1099'
3296, '28.412173', '77.0361'
3297, '28.412173', '77.0361'
3298, '28.425675', '77.043508'
3299, '28.3974533', '77.0990198'
3300, '28.449548', '77.101515'
3301, '28.3974533', '77.0990198'
3302, '28.401575', '77.10647'
3303, '28.36235', '76.97871'
3304, '28.5033', '76.99743'
3305, '28.5033', '76.99743'
3306, '28.5033', '76.99743'
3307, '28.385039', '77.022483'
3308, '28.4439933', '77.06652'
3309, '28.382146', '77.055471'
3310, '28.42706', '77.0603'
3311, '28.402309427353', '77.036047802092'
3312, '28.458224', '77.099668'
3313, '28.516331087497', '76.995685046165'
3314, '28.385039', '77.022483'
3315, '28.393967', '76.959507'
3316, '28.4011028', '76.9196505'
3317, '28.43642', '77.1099'
3318, '28.43642', '77.1099'
3319, '28.4056704', '77.070837'
3320, '77.02664', '28.4595'
3321, '28.4889627', '77.0866646'
3322, '28.41018', '77.05813'
3323, '28.409324', '77.045716'
3324, '28.456319', '76.961875'
3325, '28.4840443', '77.1039423'
3326, '28.393465', '76.988789'
3327, '28.405628', '76.926043'
3328, '28.3971448', '77.0866646'
3329, '28.399559', '77.061027'
3330, '28.399559', '77.061027'
3331, '28.409463', '77.108186'
3332, '28.399273', '77.070425'
3333, '28.445812', '77.096879'
3334, '28.484795', '76.999036'
3335, '28.472761', '77.085959'
3336, '28.4889627', '77.0866646'
3337, '28.484795', '76.999036'
3338, '28.484795', '76.999036'
3339, '28.484795', '76.999036'
3340, '28.472761', '77.085959'
3341, '28.472761', '77.085959'
3342, '28.417831', '77.052274'
3343, '28.42606', '77.099483'
3344, '28.5129305', '77.037736'
3345, '28.401406', '77.050549'
3346, '28.409748', '76.953903'
3347, '28.4085579', '76.951783'
3348, '28.409208', '76.925732'
3349, '28.409208', '76.925732'
3350, '28.409208', '76.925732'
3351, '28.409208', '76.925732'
3352, '28.4746969', '76.9686267'
3353, '28.39988', '77.09654'
3354, '28.522621253811', '77.025486549749'
3355, '28.48379', '76.00055'
3356, '28.410307', '76.962527'
3357, '28.36235', '76.97871'
3358, '28.40168', '77.09182'
3359, '28.404154', '77.06772'
3360, '28.3975627', '77.0680604'
3361, '28.404158', '77.099979'
3362, '28.404211', '77.06688'
3363, '28.407289', '77.069686'
3364, '28.356562', '76.973291'
3365, '28.4170586', '76.9524174'
3366, '28.288317', '77.066043'
3367, '28.40756', '77.06939'
3368, '28.4058757', '77.0715922'
3369, '28.403814', '77.066332'
3370, '28.397219', '77.0691287'
3371, '28.407228', '77.06994'
3372, '28.4050212', '77.0469468'
3373, '28.4050212', '77.0469468'
3374, '28.4050212', '77.0469468'
3375, '28.4050212', '77.0469468'
3376, '28.407289', '77.069686'
3377, '28.395494', '76.9756004'
3378, '28.478747812727', '77.092838054199'
3379, '28.514331', '77.004551'
3380, '28.501365', '77.010746'
3381, '28.47844', '76.98611'
3382, '28.516331087497', '76.995685046165'
3383, '28.453012', '76.986042'
3384, '28.3974533', '77.0990198'
3385, '28.507656', '77.003368'
3386, '28.392138', '77.033757'
3387, '28.4746969', '76.9686267'
3388, '28.508938', '77.03645'
3389, '28.42049', '77.06328'
3390, '28.42049', '77.06328'
3391, '28.4150233', '77.0590555'
3392, '28.433339', '77.105472'
3393, '28.3801295', '76.9844677'
3394, '28.445927', '77.099865'
3395, '28.445927', '77.099865'
3396, '28.445927', '77.099865'
3397, '28.4934896', '77.1039288'
3398, '28.4934896', '77.1039288'
3399, '28.463603', '76.966149'
3400, '28.463603', '76.966149'
3401, '28.419041', '77.0578259'
3402, '28.390741', '76.9646'
3403, '28.4000381', '77.0982135'
3404, '28.42049', '77.06328'
3405, '28.42049', '77.06328'
3406, '28.447649', '76.984501'
3407, '28.508602', '77.002116'
3408, '28.407289', '77.069686'
3409, '28.512693', '77.010129'
3410, '28.512693', '77.010129'
3411, '28.474409', '76.964954'
3412, '28.474409', '76.964954'
3413, '28.421858', '77.08495'
3414, '28.409208', '76.925732'
3415, '28.484594', '77.003677'
3416, '28.40622', '77.042469'
3417, '28.38922', '77.0551'
3418, '28.40356', '77.085012'
3419, '28.4889627', '77.0866646'
3420, '28.42606', '77.099483'
3421, '28.455618', '77.083076'
3422, '28.455618', '77.083076'
3423, '28.455618', '77.083076'
3424, '28.425675', '77.043508'
3425, '28.455618', '77.083076'
3426, '28.455618', '77.083076'
3427, '28.28013', '77.06696'
3428, '28.423844', '77.085748'
3429, '28.434675', '77.03968'
3430, '28.420896', '77.078727'
3431, '28.42606', '77.099483'
3432, '28.503241', '77.098734'
3433, '28.503241', '77.098734'
3434, '28.518677', '77.015115'
3435, '28.518677', '77.015115'
3436, '28.518677', '77.015115'
3437, '28.518677', '77.015115'
3438, '28.518677', '77.015115'
3439, '28.518677', '77.015115'
3440, '28.4572434', '77.0782527'
3441, '28.4091958', '77.0478112'
3442, '28.428741', '77.08745'
3443, '28.42854', '77.08286'
3444, '28.427778', '77.08028'
3445, '28.423183', '77.088295'
3446, '28.45382', '77.09956'
3447, '28.495485', '76.988401'
3448, '28.428074', '77.0650809'
3449, '28.478236', '77.105306'
3450, '28.4754909', '77.1032095'
3451, '28.481127', '76.973756'
3452, '28.4320243', '76.9859591'
3453, '28.4247815', '77.0325712'
3454, '28.415977', '76.9192899'
3455, '28.3965938', '76.9351676'
3456, '28.3976038', '76.9427006'
3457, '28.415064', '76.919613'
3458, '28.402309427353', '77.036047802092'
3459, '28.249352', '77.067276'
3460, '28.4889627', '77.0866646'
3461, '28.4754909', '77.1032095'
3462, '28.401406', '77.050549'
3463, '28.249352', '77.067276'
3464, '28.4746969', '76.9686267'
3465, '28.42348', '77.08451'
3466, '28.393738', '76.9916675'
3467, '28.47878', '76.99599'
3468, '28.4256506', '77.099613'
3469, '28.444091', '76.967096'
3470, '28.444091', '76.967096'
3471, '28.409433', '77.105276'
3472, '28.42049', '77.06328'
3473, '28.42049', '77.06328'
3474, '28.42049', '77.06328'
3475, '28.519268', '77.027259'
3476, '28.519268', '77.027259'
3477, '28.519268', '77.027259'
3478, '28.519268', '77.027259'
3479, '28.522621253811', '77.025486549749'
3480, '28.532594', '77.020297'
3481, '28.408549', '77.042348'
3482, '28.416629', '77.038982'
3483, '28.403301', '77.045624'
3484, '28.522621253811', '77.025486549749'
3485, '28.53268', '77.018094'
3486, '28.4085579', '76.951783'
3487, '28.5117291', '77.0550072'
3488, '28.447043', '77.095211'
3489, '28.404158', '77.099979'
3490, '28.407289', '77.069686'
3491, '28.4465158', '76.9683684'
3492, '28.443185', '77.108897'
3493, '28.3993997', '76.9703234'
3494, '28.466154', '77.077396'
3495, '28.390392', '76.969342'
3496, '28.479934', '76.969137'
3497, '28.437288', '77.107488'
3498, '28.466586', '77.087008'
3499, '28.429224', '77.069294'
3500, '28.411105', '77.064876'
3501, '28.386048', '77.0607637'
3502, '28.4889627', '77.0866646'
3503, '28.519268', '77.027259'
3504, '28.5129305', '77.037736'
3505, '28.498792', '77.022719'
3506, '28.443185', '77.108897'
3507, '28.413115', '77.057045'
3508, '28.3974533', '77.0990198'
3509, '28.509518516781', '76.988676053722'
3510, '28.39098', '77.08761'
3511, '28.39098', '77.08761'
3512, '28.39098', '77.08761'
3513, '28.393486', '77.018605'
3514, '28.386708', '77.062881'
3515, '28.386708', '77.062881'
3516, '28.455618', '77.083076'
3517, '28.386708', '77.062881'
3518, '28.4091958', '77.0478112'
3519, '28.3982709', '77.053568'
3520, '28.3982709', '77.053568'
3521, '28.4889627', '77.0866646'
3522, '28.513368', '76.996723'
3523, '28.385039', '77.022483'
3524, '28.4731287', '77.0897112'
3525, '28.4731287', '77.0897112'
3526, '28.465403', '77.084345'
3527, '28.433339', '77.105472'
3528, '28.45759', '77.065689'
3529, '28.405391', '76.952235'
3530, '28.428074', '77.0650809'
3531, '28.4256506', '77.099613'
3532, '28.4251808', '77.1096829'
3533, '28.472552', '76.9655'
3534, '28.443962', '76.954155'
3535, '28.47878', '76.99599'
3536, '28.443962', '76.954155'
3537, '28.444951', '77.111544'
3538, '28.479934', '76.969137'
3539, '28.499023', '76.983105'
3540, '28.5129305', '77.037736'
3541, '28.5129305', '77.037736'
3542, '28.5129305', '77.037736'
3543, '28.388365', '76.979201'
3544, '28.388365', '76.979201'
3545, '28.388365', '76.979201'
3546, '28.388365', '76.979201'
3547, '28.4266134', '77.0545575'
3548, '28.4266134', '77.0545575'
3549, '28.3801295', '76.9844677'
3550, '28.3889069', '76.9513279'
3551, '28.4165659', '76.9311761'
3552, '28.3801295', '76.9844677'
3553, '28.3966087', '77.0362967'
3554, '28.388365', '76.979201'
3555, '28.4256506', '77.099613'
3556, '28.463979', '76.961894'
3557, '28.377498', '77.042358'
3558, '28.498792', '77.022719'
3559, '28.498792', '77.022719'
3560, '28.411794', '77.06903'
3561, '28.498792', '77.022719'
3562, '28.401137', '77.064929'
3563, '28.408196', '76.930093'
3564, '28.397175', '76.935532'
3565, '28.4439713', '77.1111214'
3566, '28.4067756', '77.0823482'
3567, '28.386048', '77.0607637'
3568, '28.466586', '77.087008'
3569, '28.4153994', '77.037736'
3570, '28.511335', '77.09096'
3571, '28.435094', '77.040347'
3572, '28.516331087497', '76.995685046165'
3573, '28.4583384', '77.06652'
3574, '28.45382', '77.09956'
3575, '28.465786', '77.083806'
3576, '28.44673', '77.09355'
3577, '28.475081', '77.108819'
3578, '28.465403', '77.084345'
3579, '28.518677', '77.015115'
3580, '28.518677', '77.015115'
3581, '28.448805', '77.093635'
3582, '28.418585', '77.064137'
3583, '28.4731287', '77.0897112'
3584, '28.4050212', '77.0469468'
3585, '28.518677', '77.015115'
3586, '28.3849411', '77.0492504'
3587, '28.483961', '77.013514'
3588, '28.4090849', '77.1014979'
3589, '28.4234414', '77.0765927'
3590, '28.401697', '77.094182'
3591, '28.4746969', '76.9686267'
3592, '28.41018', '77.05813'
3593, '28.41018', '77.05813'
3594, '28.41461', '77.06013'
3595, '28.397063', '76.933117'
3596, '28.460056', '77.089036'
3597, '28.417633', '76.91766'
3598, '28.417633', '76.91766'
3599, '28.417633', '76.91766'
3600, '28.4107213', '77.0465652'
3601, '28.405628', '76.926043'
3602, '28.390872', '76.95272'
3603, '28.499693', '76.999962'
3604, '28.390872', '76.95272'
3605, '28.388365', '76.979201'
3606, '28.42024', '77.07822'
3607, '28.441278', '77.077759'
3608, '28.4412952', '77.0981743'
3609, '28.4007829', '76.9368907'
3610, '28.518677', '77.015115'
3611, '28.4076698', '76.9320009'
3612, '28.406885', '76.930127'
3613, '28.397175', '76.935532'
3614, '28.406885', '76.930127'
3615, '28.509518516781', '76.988676053722'
3616, '28.479934', '76.969137'
3617, '28.271733', '77.066216'
3618, '28.283876', '77.068298'
3619, '28.279509', '77.06703'
3620, '28.271924', '77.066723'
3621, '28.44673', '77.09355'
3622, '28.279509', '77.06703'
3623, '28.44673', '77.09355'
3624, '28.283817', '77.077636'
3625, '28.532594', '77.020297'
3626, '28.518677', '77.015115'
3627, '28.4827676', '76.9935081'
3628, '28.4829501', '76.9928615'
3629, '28.482289', '76.991786'
3630, '28.424778565185', '76.949529893933'
3631, '28.530129', '77.026134'
3632, '28.484795', '76.999036'
3633, '28.484795', '76.999036'
3634, '28.509518516781', '76.988676053722'
3635, '28.412502', '77.113072'
3636, '28.399559', '77.061027'
3637, '28.411794', '77.06903'
3638, '28.4388158', '77.02766'
3639, '28.46252', '76.951718'
3640, '28.388726', '76.967902'
3641, '28.474861', '76.976292'
3642, '28.474861', '76.976292'
3643, '28.481127', '76.973756'
3644, '28.499023', '76.983105'
3645, '28.511146', '76.985175'
3646, '28.511146', '76.985175'
3647, '28.499693', '76.999962'
3648, '28.3993997', '76.9703234'
3649, '28.383485', '76.979604'
3650, '28.40622', '77.042469'
3651, '28.416575', '76.92034'
3652, '28.364233', '76.981995'
3653, '28.407789', '76.915274'
3654, '28.414055', '76.914303'
3655, '28.40671', '76.93044'
3656, '28.407789', '76.915274'
3657, '28.407789', '76.915274'
3658, '28.4085579', '76.951783'
3659, '28.406061', '76.91730890552'
3660, '28.389679', '77.059355'
3661, '28.3889069', '76.9513279'
3662, '28.3855771', '76.9759917'
3663, '28.40356', '77.085012'
3664, '28.388365', '76.979201'
3665, '28.3988893', '76.9603332'
3666, '28.387272', '76.941182'
3667, '28.3883395', '77.0417097'
3668, '28.399772', '76.968991'
3669, '28.3699015', '76.9622501'
3670, '28.3988893', '76.9603332'
3671, '28.3988893', '76.9603332'
3672, '28.408225', '76.962987'
3673, '28.408225', '76.962987'
3674, '28.408225', '76.962987'
3675, '28.408225', '76.962987'
3676, '28.4085579', '76.951783'
3677, '28.4085579', '76.951783'
3678, '28.383485', '76.979604'
3679, '28.383485', '76.979604'
3680, '28.40845', '76.931977'
3681, '28.391640123846', '77.065127854166'
3682, '28.39379', '76.96299'
3683, '28.39583', '76.96267'
3684, '28.4595', '77.02664'
3685, '28.451194', '76.989289'
3686, '28.4234414', '77.0765927'
3687, '28.4160426', '77.0593246'
3688, '28.4354721', '77.0823482'
3689, '28.42049', '77.06328'
3690, '28.384036', '77.021938'
3691, '28.479276836122', '76.976094508889'
3692, '28.489563', '77.087681'
3693, '28.3974533', '77.0990198'
3694, '28.464776', '77.100449'
3695, '28.3676945', '76.981694'
3696, '28.3676945', '76.981694'
3697, '28.409433', '77.105276'
3698, '28.409433', '77.105276'
3699, '28.5234609', '77.0269545'
3700, '28.409463', '77.108186'
3701, '28.393964', '76.995553'
3702, '28.405391', '76.952235'
3703, '28.425675', '77.043508'
3704, '28.4160426', '77.0593246'
3705, '28.4160426', '77.0593246'
3706, '28.4354721', '77.0823482'
3707, '28.4033251', '77.0505309'
3708, '28.404158', '77.099979'
3709, '28.3974533', '77.0990198'
3710, '28.40185', '77.061015'
3711, '28.401137', '77.064929'
3712, '28.5033', '76.99743'
3713, '28.3971448', '77.0866646'
3714, '28.40845', '77.06856'
3715, '28.411794', '77.06903'
3716, '28.465403', '77.084345'
3717, '28.412173', '77.0361'
3718, '28.499693', '76.999962'
3719, '28.447417', '77.092289'
3720, '28.501365', '77.010746'
3721, '28.40845', '77.06856'
3722, '28.519268', '77.027259'
3723, '28.519268', '77.027259'
3724, '28.519268', '77.027259'
3725, '28.469269', '76.971396'
3726, '28.469269', '76.971396'
3727, '28.469269', '76.971396'
3728, '28.469269', '76.971396'
3729, '28.469269', '76.971396'
3730, '28.469269', '76.971396'
3731, '28.469269', '76.971396'
3732, '28.469269', '76.971396'
3733, '28.469269', '76.971396'
3734, '28.469269', '76.971396'
3735, '28.3889069', '76.9513279'
3736, '28.3889069', '76.9513279'
3737, '28.3889069', '76.9513279'
3738, '28.3889069', '76.9513279'
3739, '28.3889069', '76.9513279'
3740, '28.3889069', '76.9513279'
3741, '28.3889069', '76.9513279'
3742, '28.3889069', '76.9513279'
3743, '28.3889069', '76.9513279'
3744, '28.386254', '76.966492'
3745, '28.386254', '76.966492'
3746, '28.386254', '76.966492'
3747, '28.386254', '76.966492'
3748, '28.386254', '76.966492'
3749, '28.386254', '76.966492'
3750, '28.386254', '76.966492'
3751, '28.386254', '76.966492'
3752, '28.386254', '76.966492'
3753, '28.4889627', '77.0866646'
3754, '28.4234414', '77.0765927'
3755, '28.4234414', '77.0765927'
3756, '28.460089', '77.066245'
3757, '28.460089', '77.066245'
3758, '28.4889627', '77.0866646'
3759, '28.4731287', '77.0897112'
3760, '28.4889627', '77.0866646'
3761, '28.4754909', '77.1032095'
3762, '28.495485', '76.988401'
3763, '28.4090849', '77.1014979'
3764, '28.39988', '77.09654'
3765, '28.499693', '76.999962'
3766, '28.532594', '77.020297'
3767, '28.524123', '77.0348573'
3768, '28.524123', '77.0348573'
3769, '28.401137', '77.064929'
3770, '28.390392', '76.969342'
3771, '28.398753', '77.072105'
3772, '28.472552', '76.9655'
3773, '28.401406', '77.050549'
3774, '28.355192184448', '76.974098205566'
3775, '28.444951', '77.111544'
3776, '28.444951', '77.111544'
3777, '28.444951', '77.111544'
3778, '28.39988', '77.09654'
3779, '28.40356', '77.085012'
3780, '28.40356', '77.085012'
3781, '28.522621253811', '77.025486549749'
3782, '28.40356', '77.085012'
3783, '28.4934496', '76.999982'
3784, '28.4934496', '76.999982'
3785, '28.397781', '77.08698'
3786, '28.4008819', '77.0683607'
3787, '28.401137', '77.064929'
3788, '28.516331087497', '76.995685046165'
3789, '28.409433', '77.105276'
3790, '28.409433', '77.105276'
3791, '28.40845', '77.06856'
3792, '28.409463', '77.108186'
3793, '28.455542686641', '76.9733897433'
3794, '28.4746969', '76.9686267'
3795, '28.36235', '76.97871'
3796, '28.484795', '76.999036'
3797, '28.455542686641', '76.9733897433'
3798, '28.4889627', '77.0866646'
3799, '28.495485', '76.988401'
3800, '28.405628', '76.926043'
3801, '28.387009', '77.060074'
3802, '28.44838', '77.09633'
3803, '28.411794', '77.06903'
3804, '28.463245', '77.0578855'
3805, '28.4014659', '77.0531172'
3806, '28.472761', '77.085959'
3807, '28.409324', '77.045716'
3808, '28.509518516781', '76.988676053722'
3809, '28.45382', '77.09956'
3810, '28.45382', '77.09956'
3811, '28.384036', '77.021938'
3812, '28.405391', '76.952235'
3813, '28.386048', '77.0607637'
3814, '28.3993997', '76.9703234'
3815, '28.399772', '76.968991'
3816, '28.481127', '76.973756'
3817, '28.47878', '76.99599'
3818, '28.5129305', '77.037736'
3819, '28.5129305', '77.037736'
3820, '28.5129305', '77.037736'
3821, '28.5129305', '77.037736'
3823, '28.4746969', '76.9686267'
3824, '28.50279', '76.964006'
3825, '28.47805', '77.074159'
3826, '28.4256506', '77.099613'
3827, '28.4256506', '77.099613'
3828, '28.465786', '77.083806'
3829, '28.4164', '77.01262'
3830, '28.4164', '77.01262'
3831, '28.4164', '77.01262'
3832, '28.4164', '77.01262'
3833, '28.4164', '77.01262'
3834, '28.4164', '77.01262'
3835, '28.455409', '77.095392'
3836, '28.4234414', '77.0765927'
3837, '28.4345552', '77.0578855'
3838, '28.4439713', '77.1111214'
3839, '28.4256506', '77.099613'
3840, '28.401406', '77.050549'
