,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,AGE,SUPERBUILTUP_SQFT,PRICE,LOCALITY_WO_CITY,total_facilities,furnishing_type
2528,4.0,5.0,4.0,9090.0,1-5,2475.0,2.25,Sector 92,4,0
2530,4.0,5.0,4.0,9090.0,1-5,2475.0,2.25,Sector 92,4,0
2531,4.0,4.0,3.0,9032.0,1-5,2325.0,2.1,Sector 92,4,0
2532,2.0,2.0,3.0,10448.0,0-1,1359.0,1.42,Sector 102,4,1
2533,3.0,4.0,4.0,15892.0,1-5,2045.0,3.25,Sector 60,5,0
2534,3.0,3.0,2.0,15333.0,Under Construction,1500.0,2.3,Sector 113 Gurgaon,5,0
2535,3.0,4.0,4.0,6332.0,1-5,1816.0,1.15,Sector 104,6,1
2536,3.0,3.0,4.0,7248.0,1-5,1890.0,1.37,Sector 84,5,0
2537,3.0,4.0,4.0,8841.0,1-5,2262.0,2.0,Sector 79,3,1
2538,3.0,3.0,2.0,16666.0,0-1,1650.0,2.75,Sector 65,2,1
2539,4.0,3.0,2.0,14285.0,1-5,1750.0,2.5,Sector 65,2,1
2540,3.0,3.0,3.0,16242.0,1-5,1650.0,2.68,Sector 65,2,0
2541,3.0,4.0,4.0,17777.0,Under Construction,2250.0,4.0,Sector 61,6,1
2542,4.0,4.0,4.0,14807.0,1-5,2600.0,3.85,Sector 65,3,1
2543,4.0,4.0,4.0,17857.0,1-5,2800.0,5.0,Sector 65,6,1
2544,3.0,3.0,3.0,17930.0,Under Construction,2015.0,1.75,Sector 79,3,0
2545,3.0,2.0,3.0,8784.0,Under Construction,1423.0,1.25,Sector 89,4,0
2546,3.0,2.0,3.0,7826.0,Under Construction,1150.0,0.9,Sohna,4,0
2547,3.0,3.0,3.0,14855.0,1-5,1380.0,2.05,Sector 65,2,0
2548,4.0,4.0,3.0,16250.0,1-5,2400.0,3.9,Sector 65,6,1
2549,4.0,3.0,3.0,12114.0,1-5,1750.0,2.12,Sector 65,2,1
2550,3.0,3.0,3.0,15151.0,1-5,1650.0,2.5,Sector 65,2,1
2551,4.0,4.0,0.0,17215.0,0-1,1975.0,3.4,Sector 65,2,0
2552,3.0,3.0,2.0,13750.0,1-5,1600.0,2.2,Sector 49,2,0
2553,4.0,5.0,4.0,10713.0,5-10,2660.0,3.2,Sector 49,2,1
2554,3.0,4.0,3.0,9993.0,5-10,2251.0,3.0,Sector 49,2,1
2555,4.0,5.0,3.0,10836.0,5-10,2999.0,4.0,Sector 49,2,0
2556,4.0,3.0,0.0,17142.0,1-5,1750.0,3.0,Sector 65,6,1
2557,3.0,3.0,3.0,10473.0,1-5,1900.0,1.99,Sector 83,4,1
2558,5.0,5.0,3.0,21666.0,Under Construction,3000.0,7.25,DLF Phase 1,3,1
2559,3.0,4.0,4.0,9684.0,Under Construction,2375.0,2.3,Sector 109,6,0
2560,5.0,6.0,4.0,11096.0,1-5,3830.0,4.25,Sector 110,6,0
2561,3.0,4.0,4.0,8951.0,1-5,2290.0,2.05,Sector 104,6,0
2562,3.0,4.0,3.0,15003.0,0-1,2072.0,3.11,Sector 108,5,0
2563,3.0,3.0,3.0,6703.0,0-1,1790.0,1.2,Sector 37C,3,0
2564,4.0,3.0,2.0,15833.0,0-1,4800.0,7.6,Sector 63A,6,1
2565,3.0,4.0,3.0,6584.0,1-5,2430.0,1.6,Sector 109,1,0
2566,4.0,4.0,2.0,9701.0,1-5,2010.0,1.95,Sector 69,4,0
2567,3.0,2.0,3.0,14177.0,Under Construction,1855.0,2.63,Sector 102,1,0
2568,4.0,4.0,3.0,11666.0,0-1,3000.0,3.5,Palam Vihar,2,1
2569,3.0,3.0,3.0,10925.0,5-10,1794.0,1.96,Nirvana Country,5,1
2570,3.0,2.0,4.0,11049.0,5-10,1629.0,1.8,Nirvana Country,5,1
2571,3.0,2.0,4.0,10909.0,5-10,1815.0,1.98,Nirvana Country,5,1
2572,3.0,3.0,3.0,13333.333333333334,0-1,2250.0,3.0,Sector 54,3,1
2573,4.0,2.0,1.0,8750.0,1-5,2000.0,1.75,Sector 77,4,1
2574,3.0,4.0,4.0,13816.0,10+,2895.0,4.0,Sector 53,4,0
2575,3.0,4.0,4.0,16407.0,10+,2895.0,4.75,Sector 53,4,0
2576,3.0,4.0,4.0,12953.0,5-10,2895.0,3.75,Sector 53,4,0
2577,5.0,6.0,4.0,26560.42496679947,5-10,4518.0,12.0,DLF Phase 3,3,0
2578,4.0,4.0,4.0,19338.959212376933,5-10,2844.0,5.5,DLF Phase 3,3,0
2579,4.0,4.0,4.0,8936.0,0-1,3245.0,2.9,Sector 99,4,0
2580,3.0,3.0,4.0,8727.0,0-1,2750.0,2.4,Sector 99,4,0
2581,4.0,4.0,2.0,30709.0,0-1,3240.0,9.95,Nirvana Country,3,0
2582,3.0,2.0,4.0,26250.0,1-5,3600.0,1.05,Sector 82,1,0
2583,3.0,4.0,4.0,14858.0,5-10,2045.0,3.0,Sector 60,5,0
2584,3.0,4.0,4.0,13038.0,5-10,2531.0,3.3,Nirvana Country,4,1
2585,3.0,3.0,3.0,10750.0,5-10,2093.0,2.25,Nirvana Country,5,1
2586,3.0,3.0,1.0,6887.0,1-5,1815.0,1.25,Sector 37C,3,0
2587,3.0,4.0,3.0,11217.0,1-5,2095.0,2.35,Sector 109,4,0
2588,4.0,4.0,2.0,14857.0,10+,1750.0,2.6,Sector 65,6,1
2589,1.0,1.0,1.0,3555.555555555556,1-5,450.0,0.16,New Palam Vihar,1,1
2590,2.0,2.0,1.0,7007.007007007007,1-5,999.0,0.7,New Palam Vihar,1,1
2591,2.0,2.0,1.0,5862.0,1-5,597.0,0.35,Sector 102,4,0
2592,3.0,3.0,2.0,7539.68253968254,1-5,2520.0,1.9,Sector 57,4,1
2593,4.0,4.0,3.0,9184.0,5-10,2325.0,2.14,Sector 92,4,1
2594,3.0,3.0,2.0,1086.41975308642,1-5,4050.0,0.44,Surat Nagar 1,2,0
2595,4.0,4.0,4.0,12127.0,5-10,2350.0,2.85,Sector 48,5,0
2596,3.0,3.0,4.0,11200.0,5-10,1790.0,2.0,Sector 67,4,0
2597,2.0,2.0,2.0,19867.0,0-1,1508.0,2.4,Sector 62,5,0
2598,3.0,3.0,2.0,12500.0,0-1,1900.0,2.0,Sector 56,3,0
2599,3.0,3.0,3.0,13178.0,0-1,1935.0,2.55,Sushant Lok Phase 1,3,1
2600,3.0,3.0,2.0,13178.0,0-1,1935.0,2.55,Sushant Lok Phase 1,3,0
2601,4.0,4.0,2.0,14000.0,0-1,2700.0,3.5,Sushant Lok Phase 1,3,0
2602,3.0,3.0,2.0,13823.0,0-1,2000.0,2.35,Sushant Lok Phase 1,3,0
2603,3.0,3.0,3.0,13695.0,0-1,1935.0,2.65,Sushant Lok Phase 1,3,0
2604,3.0,3.0,3.0,8028.0,Under Construction,1557.0,1.25,Sector-33 Sohna,2,1
2605,3.0,3.0,2.0,4037.0,1-5,2700.0,1.09,Sushant Lok Phase 2,4,1
2606,3.0,3.0,4.0,7954.0,1-5,2200.0,1.75,Sector 38,2,1
2607,3.0,3.0,2.0,5925.0,1-5,3000.0,1.6,Sector 57,3,1
2608,3.0,3.0,2.0,10250.0,0-1,1750.0,1.64,Sector 56,3,0
2609,3.0,3.0,3.0,14118.0,1-5,2656.0,3.75,DLF Phase 3,3,0
2610,3.0,3.0,3.0,11538.0,10+,2600.0,3.0,DLF Phase 3,3,0
2611,4.0,4.0,3.0,10932.0,0-1,4848.0,5.3,Sector 112,4,0
2612,4.0,4.0,3.0,11344.0,0-1,4848.0,5.5,Sector 112,4,0
2613,4.0,4.0,3.0,11035.0,0-1,4848.0,5.35,Sector 112,4,0
2614,4.0,4.0,3.0,12500.0,0-1,4848.0,5.25,Sector 112,4,0
2615,4.0,5.0,4.0,12379.0,10+,2383.0,2.95,Sector 49,4,1
2616,4.0,4.0,2.0,9674.693705111957,1-5,2367.0,2.29,Sector 57,3,1
2617,4.0,4.0,2.0,9083.22771440642,1-5,2367.0,2.15,Sector 57,3,1
2618,4.0,4.0,2.0,8414.554905782976,1-5,3078.0,2.59,Sector 57,3,1
2619,2.0,3.0,4.0,6000.0,5-10,1450.0,0.87,Sector 103,4,1
2620,3.0,3.0,4.0,7154.882154882155,5-10,2376.0,1.7,Sector 51,3,1
2621,5.0,5.0,4.0,13888.888888888889,0-1,3600.0,5.0,Sector 26,3,1
2622,4.0,4.0,2.0,13837.257331681123,0-1,4842.0,6.7,DLF Phase 1,3,1
2623,4.0,3.0,2.0,5093.0,1-5,3141.0,1.6,Sector 67,3,1
2624,3.0,3.0,4.0,26379.0,1-5,2464.0,6.5,Sector 48,5,0
2625,2.0,2.0,3.0,5318.0,1-5,1360.0,0.585,Sector 92,1,1
2626,2.0,2.0,1.0,4264.0,1-5,1360.0,0.58,Sector 86,2,1
2627,3.0,2.0,3.0,4497.0,1-5,1690.0,0.76,Sector 86,2,1
2628,3.0,4.0,3.0,3927.0,1-5,1935.0,0.76,Sector 92,1,1
2629,4.0,5.0,3.0,16060.0,1-5,3300.0,5.3,Sector 72,3,1
2630,2.0,2.0,1.0,4697.0,0-1,745.0,0.35,Sohna,4,1
2631,4.0,5.0,2.0,14341.787439613528,Under Construction,3312.0,4.75,DLF Phase 2,3,1
2632,4.0,5.0,3.0,14386.89685701638,Under Construction,4518.0,6.5,DLF Phase 1,3,1
2633,4.0,4.0,4.0,16666.0,1-5,3750.0,6.25,Sector 66,6,0
2634,1.0,1.0,1.0,5865.0,0-1,358.0,0.21,Sohna,6,1
2635,2.0,2.0,3.0,11934.0,0-1,1215.0,1.45,Sector 102,4,1
2636,3.0,3.0,2.0,10312.0,0-1,1600.0,1.65,Sushant Lok Phase 3,3,1
2637,2.0,2.0,1.0,10166.0,0-1,541.0,0.55,Sector 76,3,1
2638,2.0,2.0,2.0,10009.0,Under Construction,1099.0,1.1,Sector 104,5,1
2639,3.0,3.0,2.0,5468.0,0-1,3200.0,1.75,Sector 56,3,1
2640,3.0,3.0,3.0,8061.0,0-1,1811.0,1.46,Sector 37D,4,1
2641,3.0,3.0,4.0,6555.0,0-1,1800.0,1.18,Sector 37D,3,1
2642,3.0,3.0,4.0,17422.0,Under Construction,2095.0,3.65,Sector 59,6,0
2643,3.0,3.0,4.0,10869.0,5-10,1794.0,1.95,Nirvana Country,5,0
2644,3.0,4.0,4.0,13117.0,5-10,2531.0,3.32,Nirvana Country,4,0
2645,3.0,4.0,4.0,13104.0,5-10,2480.0,3.25,Nirvana Country,4,0
2646,3.0,3.0,3.0,13812.0,1-5,1810.0,2.5,Sector 111,4,1
2647,3.0,3.0,1.0,13259.0,0-1,1810.0,2.4,Sector 111,4,1
2648,3.0,3.0,1.0,14117.0,0-1,1700.0,2.4,Sector 111,4,1
2649,3.0,4.0,2.0,14090.0,1-5,2200.0,3.1,Sector 111,4,0
2650,3.0,3.0,4.0,13352.0,Under Construction,1700.0,2.27,Sector 113 Gurgaon,5,1
2651,2.0,2.0,3.0,13350.0,1-5,1573.0,2.1,Sector 113 Gurgaon,5,1
2652,3.0,3.0,4.0,10628.0,10+,2070.0,2.2,Sector 48,2,1
2653,3.0,4.0,3.0,13190.0,10+,1630.0,2.15,Sector 48,4,0
2654,3.0,4.0,4.0,12772.0,5-10,2153.0,2.75,Sector 49,4,0
2655,4.0,4.0,3.0,14111.0,Under Construction,2055.0,2.9,Sector 113 Gurgaon,5,0
2656,2.0,2.0,2.0,15189.0,1-5,1580.0,2.4,Sector 113 Gurgaon,4,0
2657,3.0,3.0,3.0,10833.0,Under Construction,1800.0,1.95,Sector 85,4,1
2658,4.0,4.0,2.0,16244.0,Under Construction,3078.0,5.0,Sector 23,2,0
2659,3.0,3.0,2.0,16433.0,5-10,1430.0,2.35,DLF Phase 5,5,0
2660,3.0,4.0,4.0,16977.777777777777,Under Construction,2250.0,3.82,Sector 61,6,0
2661,4.0,4.0,2.0,13888.888888888889,0-1,3600.0,5.0,Sector 65,6,0
2662,2.0,2.0,3.0,8152.0,1-5,1380.0,0.9,Sector 37D,4,0
2663,3.0,4.0,4.0,25214.0,1-5,1983.0,5.0,Sector 54,4,0
2664,3.0,3.0,3.0,9285.0,1-5,1785.0,1.3,Sector 83,5,1
2665,4.0,4.0,4.0,14789.0,0-1,1900.0,2.81,Sushant Lok Phase 1,3,1
2666,2.0,2.0,2.0,8125.0,5-10,929.0,0.65,Sector 82,4,0
2667,3.0,4.0,4.0,9200.0,0-1,2000.0,1.84,Sector 102,4,0
2668,3.0,3.0,4.0,16966.0,10+,1945.0,3.3,Suncity,2,0
2669,3.0,4.0,3.0,17163.0,1-5,1777.0,3.05,DLF Phase 4,3,0
2670,3.0,4.0,3.0,13703.0,5-10,1525.0,1.85,Sector 51,5,1
2671,4.0,4.0,4.0,28947.0,10+,4200.0,12.15774,Nirvana Country,3,0
2672,4.0,4.0,4.0,15806.0,1-5,2847.0,4.5,Sector 67,4,1
2673,4.0,4.0,3.0,16666.0,Under Construction,2700.0,4.5,DLF Phase 2,3,0
2674,1.0,1.0,1.0,6225.0,1-5,257.0,0.16,Sector 111,4,1
2675,3.0,3.0,1.0,7058.0,0-1,1700.0,1.2,Palam Vihar,2,1
2676,2.0,2.0,3.0,7859.0,5-10,1565.0,1.23,Palam Vihar,6,0
2677,3.0,4.0,4.0,24457.0,1-5,1983.0,4.85,Sector 54,4,0
2678,3.0,3.0,2.0,10707.0,5-10,1541.0,1.65,Sector 50,3,0
2679,3.0,4.0,3.0,15565.0,1-5,1150.0,1.79,Sector 63A,5,1
2680,4.0,4.0,4.0,13308.0,Under Construction,2720.0,3.96,Sector 106,5,0
2681,3.0,3.0,2.0,12180.0,Under Construction,2000.0,2.44,Sector 63A,5,0
2682,2.0,2.0,2.0,11664.0,Under Construction,1500.0,1.75,Sector 63A,5,0
2683,2.0,2.0,2.0,10885.0,Under Construction,1800.0,1.96,Sector 63A,5,0
2684,3.0,4.0,3.0,8000.0,1-5,1950.0,1.56,Sector 70,3,1
2685,2.0,3.0,2.0,6875.0,0-1,800.0,0.55,Sector 67,3,0
2686,2.0,3.0,2.0,6750.0,0-1,800.0,0.54,Sector 67,3,0
2687,4.0,5.0,2.0,13750.0,0-1,2200.0,2.75,Sushant Lok Phase 1,3,1
2688,2.0,3.0,2.0,6707.0,0-1,820.0,0.55,Sector 67,3,0
2689,5.0,5.0,4.0,28806.58436213992,0-1,2430.0,7.0,Sector 109,6,1
2690,3.0,3.0,4.0,11156.0,0-1,1703.0,1.9,Sector 70A,4,1
2691,4.0,5.0,2.0,13194.0,0-1,3600.0,4.75,Sector 26,3,0
2692,4.0,5.0,2.0,16666.0,0-1,2700.0,4.5,Sector 26,3,0
2693,3.0,4.0,3.0,14197.0,0-1,2430.0,3.45,DLF Phase 4,3,1
2694,4.0,5.0,2.0,19475.0,0-1,2800.0,5.2,Sector 54,3,0
2695,3.0,3.0,3.0,14444.0,0-1,2200.0,2.6,South City 1,3,0
2696,3.0,4.0,2.0,5786.0,5-10,2506.0,1.45,Sector 85,6,0
2697,4.0,4.0,4.0,7758.0,1-5,2900.0,2.25,Sector 51,3,0
2698,3.0,3.0,4.0,7258.0,5-10,1750.0,1.27,Sector 56,3,1
2699,4.0,4.0,2.0,8888.888888888889,0-1,4500.0,4.0,Sector 55,3,1
2700,3.0,3.0,3.0,15166.0,0-1,1022.0,1.55,Sector 102,4,1
2701,3.0,3.0,3.0,8064.0,0-1,1550.0,1.25,Sector 88B,3,1
2702,2.0,2.0,2.0,9554.0,Under Construction,1099.0,1.05,Sector 104,5,1
2703,2.0,2.0,2.0,7629.0,Under Construction,1350.0,1.03,Sector 88B,3,1
2704,3.0,4.0,4.0,11875.0,1-5,2025.0,1.9,Sector 102,4,0
2705,3.0,3.0,4.0,7307.0,5-10,3344.0,1.9,Sector 103,4,0
2706,3.0,3.0,2.0,16377.649325626204,5-10,1557.0,2.55,Palam Vihar,2,1
2707,4.0,4.0,2.0,9135.0,0-1,2430.0,2.22,Palam Vihar,2,1
2708,3.0,4.0,3.0,9000.0,1-5,1450.0,1.3,Sector 77,4,0
2709,4.0,4.0,4.0,10227.0,1-5,1711.0,1.75,Sector 77,4,0
2710,3.0,4.0,3.0,9310.0,1-5,1450.0,1.35,Sector 77,4,0
2711,4.0,4.0,4.0,8717.0,1-5,1950.0,1.7,Sector 77,4,0
2712,4.0,6.0,3.0,18438.0,5-10,3715.0,6.85,Sector 47,4,1
2713,3.0,4.0,3.0,17408.0,5-10,2470.0,4.3,Sector 47,4,1
2714,3.0,4.0,4.0,8650.0,1-5,2000.0,1.73,Sector 77,3,1
2715,3.0,4.0,4.0,11950.0,1-5,2092.0,2.5,Sector 81,5,0
2716,3.0,3.0,2.0,6704.0,Under Construction,2088.0,1.4,Sector 93,5,1
2717,3.0,4.0,4.0,8750.0,0-1,2000.0,1.75,Sector 77,3,0
2718,3.0,3.0,2.0,10139.0,1-5,1578.0,1.6,Sector 69,4,1
2719,3.0,4.0,3.0,9172.0,1-5,1450.0,1.33,Sector 77,4,0
2720,10.0,8.0,4.0,18750.0,1-5,4000.0,7.5,Sector 56,3,1
2721,3.0,4.0,2.0,6578.0,0-1,1970.0,1.25,Sector 99,3,0
2722,2.0,2.0,2.0,8709.0,5-10,1248.0,1.07,Sector 68,4,0
2723,3.0,4.0,4.0,8333.0,10+,1920.0,1.6,Palam Vihar,6,1
2724,3.0,4.0,4.0,8072.0,10+,1920.0,1.55,Palam Vihar,6,1
2725,3.0,3.0,2.0,12834.0,0-1,2727.0,3.5,Sector 63,6,1
2726,2.0,2.0,3.0,6713.0,10+,1415.0,0.95,Palam Vihar,6,1
2727,4.0,4.0,3.0,20012.0,0-1,4992.0,9.99,Sector 65,5,1
2728,4.0,4.0,4.0,7334.0,5-10,2727.0,2.0,Sector 90,3,0
2729,3.0,3.0,4.0,8553.0,1-5,1929.0,1.65,Sector 86,4,0
2730,4.0,6.0,4.0,21215.0,1-5,4690.0,9.95,Sector 62,4,0
2731,3.0,4.0,3.0,12566.0,1-5,2427.0,3.51,Sector 67,4,1
2732,4.0,4.0,2.0,11817.0,10+,1777.0,2.4,DLF Phase 4,3,0
2733,4.0,6.0,4.0,25438.0,5-10,3931.0,9.9996778,Sector 48,5,0
2734,4.0,5.0,3.0,11290.0,1-5,3100.0,3.5,Palam Vihar,3,1
2735,3.0,3.0,2.0,17857.0,0-1,1400.0,2.5,Sector 38,2,1
2736,4.0,4.0,2.0,16962.0,Under Construction,2423.0,4.11,Sector 108,5,0
2737,4.0,4.0,3.0,14720.0,0-1,2500.0,3.68,DLF Phase 4,3,1
2738,4.0,4.0,2.0,14773.66255144033,Under Construction,2430.0,3.59,DLF Phase 5,3,0
2739,3.0,3.0,2.0,31481.48148148148,10+,1350.0,4.25,DLF Phase 1,4,1
2740,4.0,6.0,4.0,21185.0,0-1,4739.0,5.79,Sector 112,4,0
2741,4.0,4.0,3.0,19157.0,10+,2610.0,5.0,DLF Phase 5,3,0
2742,4.0,4.0,2.0,15000.0,0-1,3500.0,5.25,Sector 26,3,1
2743,4.0,5.0,3.0,12636.0,1-5,2999.0,3.79,Sector 49,2,1
2744,3.0,4.0,4.0,13740.0,1-5,2802.0,3.85,Sector 112,4,0
2745,2.0,2.0,3.0,8433.0,Under Construction,1245.0,1.05,Sector 68,5,1
2746,3.0,3.0,4.0,9143.0,Under Construction,2078.0,1.9,Sector 3,5,0
2747,2.0,2.0,3.0,14250.0,0-1,1200.0,1.71,Sector 61,6,0
2748,4.0,4.0,3.0,12045.0,1-5,3078.0,2.65,Sector 57,3,0
2749,3.0,4.0,2.0,9500.0,1-5,2000.0,1.9,Sector 102,4,1
2750,3.0,4.0,2.0,9635.0,1-5,2802.0,2.7,Nirvana Country,5,0
2751,3.0,3.0,2.0,6925.0,1-5,2599.0,1.8,Nirvana Country,5,0
2752,3.0,2.0,3.0,9917.0,5-10,1815.0,1.8,Nirvana Country,5,0
2753,3.0,3.0,1.0,6833.0,1-5,1690.0,0.82,Sector 86,2,0
2754,2.0,2.0,2.0,15991.0,10+,1105.0,1.5,DLF Phase 4,3,0
2755,4.0,3.0,4.0,7441.0,1-5,2150.0,1.6,Sector 95,1,0
2756,3.0,3.0,4.0,6571.0,1-5,1750.0,1.15,Sector 95,1,0
2757,2.0,2.0,4.0,6428.0,1-5,1400.0,0.9,Sector 95,1,0
2758,4.0,4.0,3.0,11756.0,0-1,2724.0,1.85,Sector 91,3,0
2759,2.0,2.0,3.0,7132.0,1-5,1360.0,0.97,Sector 81,5,0
2760,3.0,4.0,3.0,8157.0,0-1,1900.0,1.55,Sector 106,6,0
2761,2.0,2.0,3.0,6985.0,1-5,1360.0,0.95,Sector 81,5,0
2762,4.0,3.0,4.0,9230.0,1-5,1950.0,1.8,Sector 77,4,1
2763,3.0,3.0,2.0,9074.074074074077,0-1,2700.0,2.45,Sushant Lok Phase 3,3,1
2764,2.0,2.0,2.0,8653.0,10+,1040.0,0.9,Ardee City,2,1
2765,3.0,4.0,4.0,13126.0,0-1,2895.0,3.8,Sector 53,4,0
2766,4.0,4.0,4.0,7215.0,1-5,2356.0,1.7,Sector 86,5,0
2767,4.0,6.0,4.0,11551.0,1-5,4848.0,5.6,Sector 112,4,0
2768,3.0,3.0,3.0,7985.0,5-10,1703.0,1.36,Sector 90,3,1
2769,4.0,4.0,4.0,7223.0,5-10,2215.0,1.7,Sector 90,3,1
2770,3.0,3.0,4.0,8031.0,5-10,1930.0,1.55,Sector 86,4,1
2771,3.0,3.0,3.0,10416.0,5-10,1702.0,1.25,Sector 90,3,0
2772,3.0,3.0,2.0,13538.0,Under Construction,1625.0,2.2,Sector 106,5,0
2773,3.0,4.0,2.0,9750.0,1-5,2000.0,1.95,Sector 102,4,0
2774,3.0,3.0,4.0,6809.0,10+,1730.0,1.18,Sohna,3,0
2775,2.0,2.0,2.0,11774.0,10+,1093.0,1.29,Sector-33 Sohna,5,1
2776,2.0,2.0,2.0,12408.759124087592,Under Construction,822.0,1.02,Sector-33 Sohna,4,1
2777,2.0,2.0,2.0,8181.0,Under Construction,1210.0,1.13,Sector-33 Sohna,3,1
2778,3.0,3.0,2.0,16304.0,1-5,1380.0,2.25,DLF Phase 5,4,0
2779,2.0,2.0,2.0,12230.21582733813,Under Construction,834.0,1.02,Sector-33 Sohna,4,1
2780,3.0,3.0,2.0,16487.0,5-10,1395.0,2.3,DLF Phase 5,4,0
2781,3.0,3.0,3.0,9308.0,10+,1230.0,1.14,Sector-33 Sohna,2,1
2782,3.0,4.0,3.0,12990.0,0-1,2217.0,2.88,Sector 113 Gurgaon,5,0
2783,3.0,5.0,2.0,13685.0,1-5,3763.0,5.15,Sector 112,4,0
2784,2.0,3.0,3.0,11000.0,1-5,1700.0,1.87,Sector 104,6,0
2785,3.0,4.0,3.0,12000.0,1-5,2450.0,3.06,Sector 104,6,0
2786,2.0,2.0,2.0,10967.0,1-5,1550.0,1.7,Sector 104,6,0
2787,3.0,3.0,2.0,8292.0,Under Construction,1423.0,1.18,Sector 89,5,0
2788,4.0,4.0,3.0,13269.0,Under Construction,2600.0,3.45,Sector 113 Gurgaon,1,0
2789,3.0,3.0,3.0,10657.0,Under Construction,1689.0,1.8,Sector 104,5,0
2790,2.0,2.0,2.0,10464.0,Under Construction,1099.0,1.15,Sector 104,5,0
2791,2.0,2.0,2.0,12811.0,Under Construction,1366.0,1.75,Sector 106,5,0
2792,3.0,3.0,3.0,21212.0,5-10,1650.0,3.5,sector 58,5,0
2793,3.0,3.0,4.0,13611.0,0-1,1800.0,2.45,Sector 63,6,0
2794,3.0,5.0,3.0,11065.0,Under Construction,1997.0,1.35,Sector 99A,5,0
2795,4.0,4.0,3.0,9000.0,1-5,3560.0,3.2,Sector 82A,5,0
2796,3.0,3.0,3.0,8434.176751008434,1-5,2727.0,2.3,Sector 102,5,1
2797,3.0,3.0,3.0,7111.111111111111,1-5,2250.0,1.6,Sector 102,5,1
2798,3.0,4.0,3.0,15000.0,1-5,1889.0,2.25,Sector 102,4,0
2799,2.0,2.0,4.0,7765.0,1-5,1481.0,1.15,Sector 103,4,1
2800,3.0,4.0,4.0,8487.0,1-5,2003.0,1.7,Sector 108,4,1
2801,4.0,5.0,4.0,10262.0,1-5,2631.0,2.7,Sector 108,4,1
2802,3.0,4.0,4.0,8238.0,0-1,1760.0,1.45,Sector 106,6,0
2803,2.0,2.0,2.0,7228.0,1-5,1245.0,0.9,Sector 83,5,0
2804,3.0,2.0,2.0,7425.0,1-5,1616.0,1.2,Sector 77,4,0
2805,4.0,4.0,4.0,11492.0,10+,2567.0,2.95,Sector 48,5,0
2806,4.0,3.0,1.0,4088.0,1-5,1908.0,0.78,Sector 92,3,0
2807,3.0,3.0,3.0,6940.0,1-5,1945.0,1.35,Sector 79,0,0
2808,1.0,1.0,2.0,4000.0,5-10,1100.0,0.44,Sector 92,3,0
2809,3.0,2.0,1.0,5748.0,0-1,1183.0,0.68,Sector 92,1,0
2810,3.0,3.0,4.0,5492.0,5-10,1930.0,1.4,Sector 90,3,0
2811,2.0,2.0,2.0,4339.0,5-10,1498.0,0.65,Sector 92,3,0
2812,1.0,1.0,2.0,4545.0,5-10,1100.0,0.5,Sector 92,3,0
2813,2.0,2.0,1.0,10431.654676258991,Under Construction,1390.0,1.45,Sector 85,4,1
2814,4.0,4.0,4.0,10000.0,Under Construction,1800.0,1.8,Sector 92,4,1
2815,3.0,4.0,4.0,14631.0,1-5,2358.0,3.45,Sector 67,4,0
2816,4.0,4.0,4.0,12012.0,0-1,2872.0,3.45,Sector 81,5,0
2817,3.0,3.0,4.0,13138.0,0-1,2025.0,1.8,Sector 77,6,0
2818,3.0,3.0,4.0,16610.0,0-1,2588.0,4.3,Sector 62,5,0
2819,3.0,4.0,3.0,8965.0,1-5,1450.0,1.3,Sector 77,4,0
2820,3.0,3.0,3.0,5597.0,1-5,1340.0,0.75,Sector 83,3,0
2821,3.0,3.0,2.0,5168.0,1-5,1780.0,0.92,Sector 81,1,0
2822,2.0,2.0,3.0,8112.0,0-1,1245.0,1.01,Sector 68,5,0
2823,2.0,2.0,1.0,4320.987654320988,5-10,1620.0,0.7,Sector 83,2,0
2824,2.0,2.0,2.0,5760.0,1-5,1250.0,0.72,Sector 78,3,0
2825,2.0,2.0,3.0,6190.0,5-10,1050.0,0.65,Sector 83,3,0
2826,2.0,2.0,3.0,5714.0,5-10,1050.0,0.6,Sector 83,3,0
2827,2.0,2.0,2.0,6060.0,1-5,1650.0,1.0,Sector 84,4,0
2828,2.0,2.0,2.0,6666.0,1-5,1650.0,1.1,Sector 84,4,0
2829,3.0,3.0,3.0,6256.0,1-5,1918.0,1.2,Sector 84,4,0
2830,3.0,3.0,3.0,6517.0,1-5,1918.0,1.25,Sector 84,4,0
2831,3.0,3.0,3.0,9950.0,Under Construction,1829.0,1.82,Sector 85,4,0
2832,3.0,3.0,3.0,10568.0,Under Construction,2129.0,2.25,Sector 85,4,0
2833,3.0,4.0,4.0,5681.0,5-10,2077.0,1.18,Sector 77,4,0
2834,2.0,2.0,2.0,6333.0,5-10,1342.0,0.85,Sector 77,4,0
2835,3.0,3.0,3.0,5128.0,1-5,1950.0,1.0,Sector 90,4,0
2836,4.0,5.0,4.0,13157.0,5-10,3192.0,5.25,Sector 67,4,0
2837,3.0,3.0,4.0,6503.0,1-5,1430.0,0.93,Sector 82,4,0
2838,3.0,5.0,4.0,4492.0,1-5,2300.0,1.12,Sector 82,4,0
2839,3.0,3.0,2.0,6875.0,0-1,2400.0,1.65,Westerlies,1,1
2840,3.0,3.0,3.0,9722.222222222224,0-1,1800.0,1.75,Sector 57,3,0
2841,4.0,4.0,2.0,11072.7969348659,0-1,2610.0,2.89,Sector 50,3,0
