PREFERENCE,PROPERTY_TYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,FURNISH,AGE,FLOOR_NUM,SUPERBUILTUP_SQFT,PRICE,SOCIETY_NAME,LOCALITY_WO_CITY,FEATURES_LIST,stories,nearby_facilities
S,Residential Apartment,3.0,4.0,1.0,9185.0,Unfurnished,0-1,5.0,2025.0,1.86,Emaar Imperial Gardens,Sector 102,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,4.0,7954.0,Unfurnished,1-5,11.0,1760.0,1.4,Paras Dews,Sector 106,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",single,"['Park', 'Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,4.0,11609.0,Semi-furnished,0-1,10.0,1852.0,2.15,Shapoorji Pallonji Joyville Gurugram,Sector 102,"['Swimming Pool', 'Maintenance Staff', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,3.0,10361.0,Unfurnished,Under Construction,18.0,1689.0,1.75,Hero Homes,Sector 104,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,2.0,2.0,3.0,8102.0,Unfurnished,1-5,7.0,1481.0,1.2,Indiabulls Centrum Park,Sector 103,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Independent/Builder Floor,4.0,4.0,4.0,11111.0,Semi-furnished,1-5,3.0,2160.0,2.4,Sushant lok 3,Sector 57,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting']",single,"['Bank/ATM', 'Park', 'Hospital']"
S,Independent House/Villa,4.0,3.0,3.0,15789.0,Semi-furnished,0-1,1.0,3800.0,6.0,,Sector 63A,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Private Garden / Terrace', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Piped-gas', 'Visitor Parking', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",single,[]
S,Independent House/Villa,9.0,9.0,4.0,25054.466230936818,Semi-furnished,5-10,3.0,1836.0,4.6,,Sector 46,"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Club house / Community Center', 'Rain Water Harvesting']",multi,"['Bank/ATM', 'Hospital']"
S,Residential Apartment,3.0,3.0,3.0,17073.0,Semi-furnished,0-1,14.0,2588.0,4.42,Emaar Digihomes,Sector 62,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,2.0,4.0,10865.0,Semi-furnished,5-10,12.0,1629.0,1.77,Unitech Fresco,Nirvana Country,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,2.0,2.0,3.0,11566.0,Semi-furnished,Under Construction,10.0,1366.0,1.58,Godrej Meridien,Sector 106,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Independent/Builder Floor,3.0,3.0,2.0,12907.0,Semi-furnished,0-1,4.0,1410.0,1.82,Vipul World,Sector 48,"['Security / Fire Alarm', 'Private Garden / Terrace', 'Water purifier', 'Water Storage', 'Park', 'Piped-gas', 'Waste Disposal']",single,"['Park', 'Railway', 'Bank/ATM', 'School/College', 'Hospital']"
S,Residential Apartment,3.0,3.0,2.0,8717.0,Semi-furnished,0-1,1.0,1950.0,1.7,Shree Vardhman Victoria,Sector 70,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Bank/ATM', 'School/College', 'Hospital']"
S,Residential Apartment,3.0,3.0,2.0,7885.0,Semi-furnished,0-1,1.0,1550.0,1.22,Shree Vardhman Victoria,Sector 70,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Bank/ATM', 'School/College', 'Hospital']"
S,Independent/Builder Floor,3.0,3.0,2.0,8387.0,Semi-furnished,0-1,2.0,1550.0,1.3,,Sector 88B,"['Lift(s)', 'Park']",single,['Hospital']
S,Independent/Builder Floor,3.0,3.0,1.0,11418.533157663593,Furnished,0-1,3.0,2277.0,2.6,,Sector 31,"['Water Storage', 'Visitor Parking', 'Security Personnel']",single,"['Bank/ATM', 'Hospital']"
S,Residential Apartment,2.0,2.0,1.0,7500.0,Unfurnished,0-1,8.0,800.0,0.6,Shree Vardhman Mantra,Sector 67,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Hospital']"
S,Residential Apartment,4.0,4.0,2.0,25283.0,Unfurnished,1-5,15.0,4944.0,12.4999152,M3M Golfestate,Sector 65,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Independent/Builder Floor,3.0,2.0,3.0,7863.0,Unfurnished,0-1,2.0,1081.0,0.85,Signature Global Park,Sohna,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Water purifier', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Independent/Builder Floor,3.0,3.0,3.0,14545.0,Semi-furnished,1-5,1.0,1650.0,2.4,Emaar MGF Emerald Floors Premier,Sector 65,"['Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Bank Attached Property', 'Fitness Centre / GYM', 'Waste Disposal']",single,"['Hospital', 'Airport']"
S,Residential Apartment,2.0,2.0,3.0,8048.0,Unfurnished,1-5,9.0,1640.0,1.32,SS The Leaf,Sector 85,"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,3.0,25970.0,Semi-furnished,10+,13.0,1983.0,5.15,DLF Park Place,Sector 54,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Bank/ATM', 'Metro', 'School/College', 'Hospital']"
S,Residential Apartment,3.0,3.0,4.0,9142.0,Unfurnished,1-5,8.0,1750.0,1.6,ATS Tourmaline,Sector 109,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Near Bank', 'Piped-gas', 'Visitor Parking', 'Park']",single,"['Metro', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,4.0,16545.0,Semi-furnished,1-5,13.0,1698.0,1.82,Adani M2K Oyster Grande,Sector 102,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Independent/Builder Floor,3.0,4.0,3.0,20897.0,Unfurnished,0-1,2.0,2033.0,3.4,Adani Brahma Samsara Vilasa,Sector 63,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Water purifier', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Independent/Builder Floor,4.0,5.0,4.0,22162.0,Unfurnished,0-1,4.0,2321.0,4.1,Adani Brahma Samsara Vilasa,Sector 63,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Water purifier', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,5.0,4.0,14183.0,Unfurnished,10+,6.0,3490.0,4.95,Parsvnath Exotica,Sector 53,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Airport', 'Park']"
S,Residential Apartment,3.0,2.0,4.0,10608.0,Semi-furnished,1-5,9.0,1084.0,1.15,Godrej Oasis,Sector 88A,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",single,"['School/College', 'Hospital']"
S,Residential Apartment,2.0,2.0,4.0,8791.0,Semi-furnished,1-5,7.0,1365.0,1.2,Assotech Blith,Sector 99,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,1.0,8500.0,Unfurnished,1-5,6.0,2150.0,1.83,Pareena Express Heights,Sector 99,"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,2.0,8500.0,Unfurnished,1-5,7.0,1770.0,1.5,Pareena Express Heights,Sector 99,"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,5.0,3.0,10629.0,Semi-furnished,1-5,9.0,1997.0,1.7,Pareena Coban Residences,Sector 99A,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,5.0,4.0,8888.0,Semi-furnished,0-1,8.0,2475.0,2.2,Bestech Park View Sanskruti,Sector 92,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,2.0,11216.0,Semi-furnished,1-5,8.0,1578.0,1.77,Tulip Violet,Sector 69,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Near Bank', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,2.0,11089.0,Semi-furnished,1-5,6.0,1578.0,1.75,Tulip Violet,Sector 69,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Near Bank', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,3.0,17500.0,Semi-furnished,1-5,10.0,2358.0,3.5,M3M Merlin,Sector 67,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,3.0,17647.0,Semi-furnished,5-10,2.0,2040.0,3.6,DLF Richmond Park,DLF Phase 4,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Bank/ATM', 'Metro', 'Hospital']"
S,Residential Apartment,2.0,2.0,2.0,7874.0,Semi-furnished,1-5,9.0,1270.0,1.0,Alpha Corp GurgaonOne 84,Sector 84,"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",single,"['Bank/ATM', 'Park', 'School/College', 'Hospital']"
S,Residential Apartment,4.0,5.0,4.0,13050.0,Semi-furnished,5-10,11.0,2950.0,3.85,Puri Diplomatic Greens,Sector 111,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,2.0,2.0,10228.0,Semi-furnished,Under Construction,5.0,1359.0,1.39,Hero Homes,Sector 104,"['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Independent/Builder Floor,3.0,3.0,2.0,11528.0,Furnished,Under Construction,1.0,1430.0,1.65,Suncity Vatsal Valley,Gwal Pahari,"['Water purifier', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,2.0,3.0,4.0,5973.0,Semi-furnished,1-5,4.0,1741.0,1.28,SS The Leaf,Sector 85,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,2.0,2.0,4.0,6163.0,Semi-furnished,1-5,7.0,1671.0,1.25,SS The Leaf,Sector 85,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
R,Independent/Builder Floor,1.0,1.0,1.0,28000.0,Furnished,0-1,2.0,600.0,1.68,,Sushant Lok Phase 1,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Bank/ATM', 'Metro', 'Hospital']"
S,Residential Apartment,3.0,3.0,2.0,7204.0,Unfurnished,1-5,14.0,1735.0,1.25,Vatika Gurgaon 21,Sector 83,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,4.0,9519.0,Semi-furnished,Under Construction,12.0,1996.0,1.9,Godrej Nature Plus,Sector-33 Sohna,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,4.0,4.0,13207.0,Semi-furnished,1-5,4.0,2650.0,3.5,Bestech Park View Spa Next,Sector 67,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,5.0,4.0,9583.0,Semi-furnished,5-10,8.0,2400.0,2.3,Tulip Ivory,Sector 70,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,3.0,9976.0,Semi-furnished,Under Construction,21.0,1704.0,1.7,Tulip Yellow,Sector 69,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Independent/Builder Floor,4.0,4.0,4.0,15625.0,Furnished,0-1,1.0,2400.0,3.75,Central Park Flower Valley,Sector-33 Sohna,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,6.0,1.0,22506.0,Semi-furnished,Under Construction,10.0,4175.0,6.25,Suncity Platinum Towers,MG Road,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Hospital', 'Airport']"
S,Independent/Builder Floor,3.0,2.0,4.0,7076.0,Unfurnished,1-5,3.0,1081.0,0.765,Signature Global Park,Sohna,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Independent/Builder Floor,3.0,2.0,4.0,7215.0,Unfurnished,1-5,2.0,1081.0,0.78,Signature Global Park,Sohna,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Independent/Builder Floor,3.0,2.0,4.0,7169.0,Semi-furnished,1-5,3.0,1081.0,0.775,Signature Global Park,Sohna,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,4.0,17185.0,Semi-furnished,1-5,36.0,3887.0,6.68,M3M Golfestate,Sector 65,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,4.0,4.0,15625.0,Semi-furnished,1-5,12.0,4160.0,6.5,Bestech Park View City 2,Sector 49,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,4.0,11521.0,Semi-furnished,5-10,6.0,2734.0,3.15,Suncity Essel Towers,Sector 28,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Bank/ATM', 'Metro', 'Hospital']"
