PREFERENCE,PROPERTY_TYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,FURNISH,AGE,FLOOR_NUM,SUPERBUILTUP_SQFT,PRICE,SOCIETY_NAME,LOCALITY_WO_CITY,FEATURES_LIST,stories,nearby_facilities
S,Independent/Builder Floor,3.0,3.0,2.0,7731.305449936629,Semi-furnished,0-1,2.0,2367.0,1.83,,Sector 46,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Bank/ATM', 'Hospital']"
S,Residential Apartment,4.0,5.0,3.0,20682.0,Semi-furnished,10+,4.0,3868.0,8.0,DLF The Pinnacle,DLF Phase 5,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",single,"['Park', 'Bank/ATM', 'School/College', 'Metro', 'Hospital']"
S,Residential Apartment,5.0,7.0,4.0,10666.0,Semi-furnished,1-5,0.0,3750.0,4.0,Emaar Palm Gardens,Sector 83,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Independent/Builder Floor,3.0,3.0,2.0,7604.5627376425855,Semi-furnished,1-5,4.0,2367.0,1.8,Huda Flats,Sector 57,"['Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Waste Disposal', 'Rain Water Harvesting']",single,"['Bank/ATM', 'Park', 'Hospital']"
S,Residential Apartment,2.0,2.0,2.0,11522.0,Semi-furnished,Under Construction,4.0,1215.0,1.4,Shapoorji Pallonji Joyville Gurugram,Sector 102,"['Lift(s)', 'Swimming Pool', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,2.0,2.0,3.0,17901.0,Semi-furnished,0-1,10.0,1508.0,2.7,Emaar Digihomes,Sector 62,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,4.0,14285.0,Semi-furnished,Under Construction,15.0,1855.0,2.65,Godrej Meridien,Sector 106,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,4.0,4.0,14522.0,Semi-furnished,Under Construction,16.0,2720.0,3.95,Godrej Meridien,Sector 106,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,4.0,13658.0,Semi-furnished,Under Construction,12.0,2050.0,2.8,Godrej Meridien,Sector 106,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,4.0,8689.0,Semi-furnished,1-5,22.0,2290.0,1.99,ATS Triumph,Sector 104,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,3.0,9393.0,Semi-furnished,1-5,3.0,1650.0,1.55,Emaar Palm Select,Sector 77,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Bank/ATM', 'School/College', 'Airport']"
S,Residential Apartment,3.0,3.0,1.0,10264.0,Unfurnished,1-5,3.0,1929.0,1.98,DLF The Skycourt,Sector 86,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,2.0,9876.0,Semi-furnished,1-5,12.0,2025.0,2.0,Emaar Imperial Gardens,Sector 102,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,4.0,11633.0,Semi-furnished,1-5,14.0,2149.0,2.5,Conscient Heritage Max,Sector 102,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Bank Attached Property', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",single,"['Park', 'Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,3.0,10606.0,Semi-furnished,1-5,7.0,1650.0,1.75,Emaar Gurgaon Greens,Sector 102,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,4.0,4.0,23956.0,Semi-furnished,Under Construction,20.0,4550.0,10.89998,Trump Tower,Sector 65,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,4.0,16018.0,Semi-furnished,1-5,24.0,2185.0,3.5,Tata Primanti,Sector 72,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Hospital']"
S,Residential Apartment,3.0,3.0,4.0,15294.0,Semi-furnished,1-5,20.0,2550.0,3.9,Tata Primanti,Sector 72,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Hospital']"
S,Residential Apartment,4.0,5.0,4.0,16006.0,Semi-furnished,1-5,5.0,2905.0,4.65,Tata Primanti,Sector 72,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Hospital']"
S,Residential Apartment,3.0,3.0,1.0,10368.0,Furnished,1-5,9.0,1929.0,2.0,DLF The Skycourt,Sector 86,"['Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,3.0,10789.0,Semi-furnished,1-5,10.0,1900.0,2.05,Emaar Palm Gardens,Sector 83,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,3.0,10526.0,Semi-furnished,1-5,10.0,1900.0,2.0,Emaar Palm Gardens,Sector 83,"['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,4.0,25976.0,Semi-furnished,1-5,10.0,2329.0,6.05,DLF Park Place,Sector 54,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Bank/ATM', 'Metro', 'School/College', 'Hospital']"
S,Residential Apartment,3.0,4.0,3.0,12064.0,Unfurnished,5-10,3.0,1575.0,1.42,Emaar MGF Palm Hills,Sector 77,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,3.0,9310.0,Unfurnished,5-10,4.0,1450.0,1.35,Emaar MGF Palm Hills,Sector 77,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'School/College', 'Hospital', 'Airport']"
S,Independent/Builder Floor,3.0,3.0,2.0,10277.0,Unfurnished,0-1,1.0,1800.0,1.85,,Sector 23,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",single,"['Park', 'Hospital']"
S,Residential Apartment,4.0,5.0,4.0,18750.0,Semi-furnished,5-10,12.0,4000.0,9.5,Emaar The Palm Springs,Sector 54,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Airport']"
S,Residential Apartment,3.0,3.0,3.0,8270.0,Unfurnished,1-5,11.0,1995.0,1.65,Sanskriti Apartment,Sector 92,"['Maintenance Staff', 'Swimming Pool', 'Piped-gas', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,['Hospital']
S,Independent/Builder Floor,2.0,2.0,2.0,4938.271604938272,Unfurnished,5-10,0.0,1620.0,0.8,Vatika Emilia Floors,Sector 83,"['Water Storage', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel']",single,"['School/College', 'Hospital']"
S,Independent/Builder Floor,3.0,3.0,2.0,5787.037037037037,Semi-furnished,5-10,0.0,2160.0,1.25,Vatika Primrose Floors,Sector 82,"['Water Storage', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel']",single,"['Park', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,4.0,16888.88888888889,Semi-furnished,Under Construction,15.0,2250.0,3.8,Puri The Aravallis,Sector 61,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Hospital', 'Airport']"
S,Independent/Builder Floor,4.0,4.0,2.0,20000.0,Semi-furnished,0-1,4.0,3000.0,6.0,,Sushant Lok Phase 1,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Water purifier', 'Centrally Air Conditioned', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Near Bank', 'Piped-gas', 'Visitor Parking', 'Park', 'Rain Water Harvesting']",single,"['Bank/ATM', 'Metro', 'Hospital']"
S,Independent/Builder Floor,4.0,4.0,3.0,14000.0,Furnished,Under Construction,3.0,2500.0,3.5,DLF Builder Floors,DLF Phase 2,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Metro', 'Airport']"
S,Residential Apartment,3.0,3.0,3.0,15909.0,Semi-furnished,5-10,8.0,2200.0,3.5,Emaar MGF The Palm Drive,Sector 66,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,3.0,2.0,11562.0,Semi-furnished,0-1,3.0,2050.0,1.85,Bestech Altura,Sector 79,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['School/College', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,4.0,3.0,10526.0,Semi-furnished,0-1,4.0,2000.0,2.0,Bestech Altura,Sector 79,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['School/College', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,4.0,8815.0,Semi-furnished,1-5,11.0,1815.0,1.6,Mapsko Mount Ville,Sector 79,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,3.0,20630.0,Semi-furnished,5-10,11.0,3078.0,8.4,Emaar The Palm Springs,Sector 54,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",single,"['Metro', 'School/College', 'Airport']"
S,Residential Apartment,3.0,3.0,4.0,6217.0,Unfurnished,0-1,17.0,1930.0,1.42,DLF New Town Heights 1,Sector 90,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['School/College', 'Hospital', 'Airport']"
S,Residential Apartment,2.0,2.0,2.0,11648.0,Semi-furnished,10+,8.0,1457.0,0.989,Eldeco Accolade,Sohna,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['School/College', 'Hospital']"
S,Residential Apartment,4.0,4.0,4.0,8307.0,Semi-furnished,1-5,4.0,3250.0,2.85,Lord Krishna CGHS,Sector 43,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Bank/ATM', 'Metro', 'Hospital']"
S,Residential Apartment,3.0,3.0,3.0,14918.0,Unfurnished,1-5,7.0,1900.0,1.85,Emaar Palm Gardens,Sector 83,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,4.0,4.0,27563.0,Semi-furnished,1-5,22.0,2721.0,7.5,DLF Park Place,Sector 54,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Bank/ATM', 'Metro', 'School/College', 'Hospital']"
S,Independent/Builder Floor,4.0,4.0,3.0,11111.111111111111,Semi-furnished,1-5,0.0,3150.0,3.5,Emaar Emerald Hills,Sector 65,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Independent/Builder Floor,4.0,4.0,4.0,18000.0,Semi-furnished,1-5,7.0,3700.0,6.3,Emaar Mgf Sky Terraces,Sector 66,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'Centrally Air Conditioned', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Bank/ATM', 'Hospital']"
S,Independent/Builder Floor,4.0,4.0,2.0,13777.0,Semi-furnished,0-1,1.0,2250.0,3.1,,Sushant Lok Phase 1,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",single,"['Bank/ATM', 'Metro', 'Hospital']"
S,Residential Apartment,2.0,2.0,2.0,12043.0,Semi-furnished,1-5,7.0,1287.0,1.55,Emaar MGF The Palm Drive,Sector 66,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'Railway', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,5.0,3.0,19642.0,Semi-furnished,1-5,4.0,3175.0,5.5,Emaar Mgf Sky Terraces,Sector 66,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Near Bank', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Bank/ATM', 'Hospital']"
S,Residential Apartment,2.0,2.0,3.0,12688.0,Semi-furnished,Under Construction,7.0,1261.0,1.6,M3M Heights,Sector 65,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Residential Apartment,3.0,4.0,3.0,12500.0,Semi-furnished,Under Construction,11.0,2000.0,2.5,M3M Heights,Sector 65,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Park', 'School/College', 'Metro', 'Hospital', 'Airport']"
S,Independent/Builder Floor,4.0,4.0,2.0,13888.888888888889,Semi-furnished,0-1,0.0,2700.0,3.75,,DLF Phase 2,"['Security / Fire Alarm', 'Centrally Air Conditioned', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Rain Water Harvesting']",single,"['Bank/ATM', 'Metro', 'Hospital']"
S,Independent/Builder Floor,3.0,3.0,3.0,8888.888888888889,Semi-furnished,Under Construction,1.0,1575.0,1.4,Raheja Vanya,Sector 99A,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Water purifier', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",single,"['Railway', 'School/College', 'Hospital', 'Airport']"
S,Residential Apartment,4.0,4.0,4.0,20869.0,Unfurnished,5-10,4.0,4283.0,7.2,Unitech The World Spa West,Sector 30,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",single,"['Bank/ATM', 'Metro', 'School/College', 'Hospital']"
