,PREFERENCE,PROPERTY_TYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,FURNISH,AGE,FLOOR_NUM,TOTAL_FLOOR,SUPERBUILTUP_SQFT,PRICE,LOCALITY_WO_CITY,stories
0,S,Residential Apartment,4.0,4,4.0,8766.0,Semi-furnished,5-10,14.0,26.0,3434.0,2.63,Sector 84,single
1,S,Residential Apartment,4.0,4,3.0,21176.0,Semi-furnished,1-5,7.0,29.0,2870.0,3.6,Sector 81,single
3,S,Residential Apartment,3.0,3,3.0,13740.0,Semi-furnished,1-5,14.0,28.0,2802.0,3.85,Sector 112,single
5,S,Residential Apartment,3.0,4,4.0,8515.0,Semi-furnished,1-5,4.0,27.0,2290.0,1.95,Sector 104,single
7,S,Residential Apartment,2.0,2,3.0,11571.0,Unfurnished,0-1,12.0,30.0,1400.0,1.62,Sector 74,single
8,S,Independent/Builder Floor,3.0,3,3.0,8067.473414008067,Semi-furnished,1-5,0.0,3.0,2727.0,2.2,Sector 102,single
9,S,Residential Apartment,4.0,4,4.0,15463.0,Semi-furnished,1-5,39.0,39.0,4850.0,7.5,Sector 60,single
10,S,Residential Apartment,2.0,2,3.0,11428.0,Unfurnished,0-1,16.0,30.0,1400.0,1.6,Sector 74,single
12,S,Residential Apartment,3.0,3,2.0,23648.0,Semi-furnished,1-5,4.0,17.0,1950.0,3.5,Sector 66,single
13,S,Residential Apartment,5.0,5,4.0,11597.0,Semi-furnished,1-5,14.0,21.0,3880.0,4.5,Sector 110,single
14,S,Residential Apartment,3.0,4,3.0,7159.0,Semi-furnished,1-5,1.0,20.0,2165.0,1.55,Sector 109,single
15,S,Residential Apartment,3.0,3,3.0,9382.0,,1-5,10.0,14.0,2025.0,1.9,Sector 102,single
16,S,Residential Apartment,3.0,4,3.0,9500.0,Semi-furnished,1-5,2.0,14.0,2000.0,1.9,Sector 102,single
17,S,Residential Apartment,3.0,4,4.0,20370.0,Semi-furnished,1-5,33.0,42.0,2430.0,4.95,Sector 65,single
18,S,Residential Apartment,2.0,2,3.0,10699.0,Semi-furnished,1-5,8.0,14.0,1215.0,1.3,Sector 102,single
19,S,Independent/Builder Floor,3.0,3,2.0,12105.0,Semi-furnished,Under Construction,2.0,4.0,1250.0,1.15,Sector 37D,single
20,S,Residential Apartment,3.0,3,3.0,12612.0,Semi-furnished,Under Construction,12.0,36.0,1665.0,2.1,Sector 113 Gurgaon ,single
21,S,Residential Apartment,4.0,5,2.0,17517.0,Semi-furnished,1-5,5.0,17.0,3625.0,6.35,Sector 66,single
22,S,Residential Apartment,3.0,3,2.0,16000.0,Furnished,0-1,7.0,21.0,2200.0,3.56,Sector 111,single
23,S,Residential Apartment,3.0,3,2.0,13000.0,Furnished,0-1,2.0,21.0,1700.0,2.25,Sector 111,single
24,S,Residential Apartment,3.0,3,2.0,18138.0,Semi-furnished,1-5,9.0,40.0,3363.0,6.1,Sector 65,single
26,S,Independent/Builder Floor,3.0,3,2.0,10335.917312661499,,0-1,4.0,4.0,1935.0,2.0,Block B Sushant Lok Phase - 3,single
27,S,Residential Apartment,3.0,3,3.0,16550.0,Semi-furnished,0-1,10.0,32.0,2567.0,4.25,Sector 62,single
28,S,Residential Apartment,3.0,4,2.0,15158.0,Semi-furnished,1-5,5.0,12.0,2045.0,3.1,Sector 60,single
29,S,Independent House/Villa,3.0,3,3.0,9771.0,Semi-furnished,Under Construction,4.0,4.0,1535.0,1.5,Sector 37D,multi
31,S,Residential Apartment,2.0,2,2.0,16117.0,Semi-furnished,1-5,2.0,12.0,1365.0,2.2,Sector 60,single
34,S,Independent/Builder Floor,3.0,3,3.0,10500.0,Furnished,Under Construction,15.0,15.0,1579.0,1.66,Sector 113 Gurgaon ,single
35,S,Independent/Builder Floor,4.0,4,2.0,7959.714100064977,Semi-furnished,0-1,2.0,4.0,3078.0,2.45,Sector 57,single
36,S,Independent/Builder Floor,4.0,4,2.0,8122.157244964263,Semi-furnished,0-1,1.0,4.0,3078.0,2.5,Sector 57,single
37,S,Independent/Builder Floor,4.0,4,2.0,10139.416983523448,Semi-furnished,0-1,1.0,4.0,2367.0,2.4,Sector 57,single
38,S,Independent/Builder Floor,3.0,3,2.0,10265.700483091787,Semi-furnished,0-1,4.0,4.0,1656.0,1.7,Sector 57,single
39,S,Independent/Builder Floor,3.0,3,2.0,10620.915032679739,Semi-furnished,0-1,4.0,4.0,1836.0,1.95,Sector 57,single
40,S,Independent/Builder Floor,4.0,4,2.0,10721.247563352827,Semi-furnished,0-1,1.0,4.0,3078.0,3.3,Sector 57,single
42,S,Residential Apartment,3.0,4,3.0,14290.0,Semi-furnished,1-5,4.0,11.0,2974.0,4.25,Sector 59,single
43,S,Residential Apartment,4.0,4,3.0,14839.0,Semi-furnished,5-10,8.0,25.0,2527.0,3.75,Sector 62,single
44,S,Residential Apartment,3.0,3,3.0,8173.0,,Under Construction,7.0,20.0,1790.0,1.23,Sector 37C,single
46,S,Residential Apartment,3.0,4,4.0,16753.0,Semi-furnished,5-10,3.0,18.0,2895.0,4.85,Sector 53,single
47,S,Residential Apartment,3.0,4,4.0,17098.0,Semi-furnished,5-10,4.0,18.0,2895.0,4.95,Sector 53,single
50,S,Residential Apartment,3.0,4,3.0,13937.0,Semi-furnished,1-5,2.0,12.0,2583.0,3.6,Sector 28,single
51,S,Residential Apartment,2.0,2,3.0,15646.0,Semi-furnished,1-5,3.0,51.0,1470.0,2.3,Sector 67,single
52,S,Residential Apartment,3.0,4,3.0,23913.0,Furnished,1-5,25.0,30.0,2300.0,5.5,Sector 54,single
53,S,Residential Apartment,4.0,4,4.0,12500.0,,Under Construction,11.0,28.0,2570.0,3.21,Sector 113 Gurgaon ,single
54,S,Residential Apartment,4.0,4,4.0,12500.0,,Under Construction,11.0,28.0,2510.0,3.14,Sector 113 Gurgaon ,single
55,S,Residential Apartment,4.0,4,4.0,15500.0,Semi-furnished,Under Construction,10.0,38.0,2717.0,4.21,Sector 106,single
56,S,Residential Apartment,3.0,3,3.0,15500.0,Semi-furnished,Under Construction,9.0,38.0,2600.0,4.03,Sector 106,single
57,S,Residential Apartment,3.0,3,2.0,11396.0,,Under Construction,8.0,36.0,1665.0,1.9,Sector 113 Gurgaon ,single
58,S,Residential Apartment,4.0,4,3.0,10109.0,,Under Construction,10.0,24.0,2913.0,2.94,Sector 108,single
59,S,Residential Apartment,3.0,3,2.0,15499.0,,Under Construction,8.0,24.0,2343.0,2.34,Sector 108,single
60,S,Residential Apartment,3.0,3,3.0,15544.0,,Under Construction,10.0,24.0,1745.0,2.71,Sector 108,single
61,S,Residential Apartment,3.0,3,3.0,7282.0,,Under Construction,7.0,34.0,1900.0,1.38,Sector 106,single
62,S,Residential Apartment,3.0,3,3.0,13500.0,,Under Construction,7.0,34.0,2050.0,2.77,Sector 106,single
63,S,Residential Apartment,3.0,4,4.0,9783.0,,1-5,14.0,25.0,1942.0,1.9,Sector 102,single
64,S,Residential Apartment,2.0,3,3.0,14965.0,Semi-furnished,1-5,10.0,39.0,1470.0,2.2,Sector 60,single
65,S,Residential Apartment,3.0,4,3.0,15121.0,Semi-furnished,1-5,14.0,39.0,2050.0,3.1,Sector 60,single
66,S,Residential Apartment,3.0,3,3.0,12941.0,Semi-furnished,5-10,18.0,32.0,1700.0,2.2,Sector 61,single
74,S,Residential Apartment,3.0,4,4.0,16580.0,Semi-furnished,10+,13.0,18.0,2895.0,4.8,Sector 53,single
77,S,Residential Apartment,4.0,4,3.0,14316.0,Semi-furnished,5-10,1.0,19.0,2305.0,3.3,DLF Phase 2,single
78,S,Independent/Builder Floor,2.0,2,2.0,4922.83950617284,Semi-furnished,1-5,0.0,2.0,1620.0,0.7975,Sector 82,single
79,S,Residential Apartment,2.0,2,3.0,12078.0,Semi-furnished,0-1,5.0,25.0,1573.0,1.9,Sector 113 Gurgaon ,single
81,S,Residential Apartment,3.0,4,3.0,23913.0,Furnished,1-5,29.0,30.0,2300.0,5.5,Sector 54,single
82,S,Independent/Builder Floor,2.0,2,2.0,4938.271604938272,Semi-furnished,1-5,0.0,2.0,1620.0,0.8,Sector 82,single
83,S,Independent/Builder Floor,4.0,4,3.0,11764.0,Semi-furnished,0-1,1.0,4.0,2890.0,3.4,South City 2,single
84,S,Residential Apartment,4.0,4,4.0,18669.0,Semi-furnished,5-10,11.0,20.0,2812.0,5.25,DLF Phase 5,single
85,S,Residential Apartment,4.0,4,3.0,19157.0,Semi-furnished,5-10,7.0,20.0,2610.0,5.0,DLF Phase 5,single
86,S,Residential Apartment,6.0,7,4.0,11214.0,Semi-furnished,1-5,12.0,12.0,5350.0,6.0,Sector 28,single
87,S,Independent/Builder Floor,3.0,3,2.0,11949.0,Semi-furnished,0-1,2.0,4.0,1590.0,1.9,Sector 57,single
88,S,Residential Apartment,2.0,2,3.0,12290.0,Semi-furnished,1-5,8.0,28.0,2441.0,3.0,Sector 112,single
94,S,Residential Apartment,3.0,3,0.0,15934.0,,5-10,10.0,15.0,1412.0,2.45,DLF Phase 5,single
95,S,Residential Apartment,4.0,4,4.0,19540.0,Semi-furnished,10+,7.0,20.0,2610.0,5.1,DLF Phase 5,single
98,S,Residential Apartment,4.0,6,4.0,24704.0,Semi-furnished,5-10,12.0,17.0,3886.0,9.6,Sector 54,single
104,R,Residential Apartment,3.0,3,4.0,29000.0,Semi-furnished,1-5,16.0,22.0,1800.0,5.22,Sector 37D,single
106,R,Residential Apartment,3.0,3,2.0,19200.0,Semi-furnished,1-5,0.0,13.0,1185.0,2.2752,Sector 37D,single
107,S,Residential Apartment,3.0,3,3.0,9106.0,Unfurnished,1-5,11.0,19.0,1702.0,1.55,Sector 90,single
113,S,Residential Apartment,3.0,4,4.0,6546.0,Semi-furnished,0-1,15.0,19.0,1940.0,1.27,Sector 103,single
114,S,Residential Apartment,3.0,4,4.0,7357.0,Semi-furnished,1-5,5.0,11.0,1991.0,1.1,Sector 103,single
116,S,Residential Apartment,3.0,2,2.0,10669.0,Semi-furnished,Under Construction,28.0,35.0,1359.0,1.45,Sector 104,single
117,S,Independent/Builder Floor,5.0,5,2.0,21800.0,Semi-furnished,1-5,1.0,4.0,2500.0,5.45,Sector 63,single
120,S,Residential Apartment,2.0,2,3.0,6192.0,Unfurnished,1-5,5.0,14.0,1534.0,0.95,Sector 107,single
121,S,Residential Apartment,4.0,4,2.0,14026.0,Furnished,10+,16.0,20.0,1711.0,2.4,DLF Phase 2,single
122,S,Residential Apartment,3.0,3,4.0,13526.0,Unfurnished,0-1,16.0,28.0,2802.0,3.79,Sector 112,single
123,S,Residential Apartment,2.0,2,2.0,17378.0,Unfurnished,Under Construction,15.0,24.0,1381.0,2.4,Sector 108,single
124,S,Independent/Builder Floor,3.0,3,2.0,12368.0,Semi-furnished,0-1,1.0,4.0,1900.0,2.35,Malibu Town,single
125,S,Independent/Builder Floor,4.0,4,2.0,10750.0,Semi-furnished,1-5,1.0,4.0,2000.0,2.15,Sector 63,single
126,S,Independent/Builder Floor,3.0,3,2.0,10499.0,Semi-furnished,1-5,4.0,4.0,1800.0,1.89,Sector 63A,single
127,S,Independent/Builder Floor,3.0,3,2.0,10500.0,Semi-furnished,1-5,1.0,4.0,1800.0,1.89,Sector 63A,single
128,S,Independent/Builder Floor,3.0,3,2.0,10210.0,Semi-furnished,1-5,2.0,4.0,1850.0,1.89,Sector 63A,single
129,R,Residential Apartment,2.0,2,1.0,15200.0,Semi-furnished,1-5,6.0,12.0,605.0,0.9196,Sector 102,single
130,S,Independent/Builder Floor,3.0,3,2.0,5108.96748838871,Semi-furnished,5-10,1.0,3.0,2799.0,1.43,Uppals Southend,single
132,R,Residential Apartment,2.0,2,3.0,19300.0,Semi-furnished,1-5,14.0,19.0,1380.0,2.6634,Sector 37D,single
133,R,Residential Apartment,3.0,3,3.0,29400.0,Semi-furnished,1-5,16.0,22.0,1800.0,5.292,Sector 37D,single
134,S,Residential Apartment,3.0,4,4.0,7229.0,Semi-furnished,1-5,9.0,11.0,2000.0,1.07,Sector 103,single
135,S,Residential Apartment,2.0,2,3.0,11326.0,Furnished,1-5,7.0,14.0,1536.0,1.05,Sector 107,single
136,S,Residential Apartment,4.0,5,4.0,5494.0,Semi-furnished,1-5,7.0,11.0,2639.0,1.45,Sector 103,single
137,S,Residential Apartment,3.0,3,3.0,8000.0,Semi-furnished,1-5,7.0,29.0,1750.0,1.4,Sector 90,single
138,S,Residential Apartment,3.0,4,4.0,9304.0,Semi-furnished,0-1,8.0,35.0,1999.0,1.86,Sector 68,single
139,S,Independent House/Villa,4.0,5,4.0,24691.35802469136,Semi-furnished,0-1,2.0,2.0,3240.0,8.0,Sector 48,multi
141,S,Residential Apartment,2.0,2,3.0,11111.0,Semi-furnished,Under Construction,8.0,26.0,1215.0,1.35,Sector 102,single
142,S,Residential Apartment,2.0,2,2.0,11275.0,Semi-furnished,0-1,6.0,26.0,1215.0,1.37,Sector 102,single
143,S,Residential Apartment,3.0,3,4.0,10227.0,Semi-furnished,1-5,7.0,14.0,2361.0,1.8,Sector 107,single
144,S,Residential Apartment,3.0,3,4.0,9520.0,Furnished,1-5,1.0,14.0,1943.0,1.39,Sector 107,single
145,S,Independent/Builder Floor,4.0,4,2.0,9629.0,Semi-furnished,0-1,0.0,4.0,2700.0,2.6,Sector 48,single
146,S,Residential Apartment,4.0,4,2.0,10216.0,Unfurnished,5-10,19.0,19.0,1762.0,2.38,DLF Phase 2,single
148,S,Residential Apartment,2.0,2,2.0,14166.0,Semi-furnished,1-5,4.0,20.0,1200.0,1.7,Sector 66,single
151,S,Residential Apartment,3.0,3,2.0,15000.0,Semi-furnished,1-5,11.0,17.0,2200.0,3.3,Sector 66,single
152,S,Residential Apartment,3.0,3,2.0,16410.0,Semi-furnished,1-5,1.0,17.0,1950.0,3.2,Sector 66,single
153,S,Residential Apartment,3.0,3,1.0,16121.0,Semi-furnished,1-5,5.0,21.0,2047.0,3.3,Sector 67,single
157,S,Independent/Builder Floor,3.0,3,3.0,10138.0,Semi-furnished,Under Construction,3.0,4.0,1440.0,1.46,Sector 37D,single
158,S,Independent/Builder Floor,3.0,3,2.0,8000.0,Semi-furnished,5-10,1.0,3.0,1750.0,1.4,Malibu Town,single
160,S,Residential Apartment,2.0,2,2.0,14789.0,Semi-furnished,1-5,12.0,20.0,1188.0,1.76,Sector 66,single
162,S,Residential Apartment,3.0,2,3.0,16000.0,Semi-furnished,0-1,1.0,35.0,1483.0,2.0,Sector 68,single
170,S,Independent House/Villa,3.0,2,2.0,11304.0,Semi-furnished,10+,3.0,3.0,1150.0,1.3,Sector 50,multi
171,S,Independent/Builder Floor,3.0,3,2.0,5684.0,Semi-furnished,5-10,2.0,2.0,1935.0,1.1,Uppals Southend,single
178,S,Residential Apartment,3.0,3,4.0,12805.0,Semi-furnished,Under Construction,10.0,34.0,2538.0,3.25,Sector 36A,single
179,S,Residential Apartment,3.0,3,3.0,22180.0,Semi-furnished,1-5,5.0,40.0,2908.0,6.45,Sector 65,single
180,S,Residential Apartment,3.0,3,4.0,13884.0,,5-10,9.0,23.0,1815.0,2.52,Sector 66,single
182,S,Residential Apartment,3.0,3,2.0,13506.0,Unfurnished,Under Construction,48.0,48.0,1932.0,2.61,Sector 65,single
183,S,Residential Apartment,2.0,2,2.0,13500.0,Unfurnished,Under Construction,38.0,48.0,1420.0,1.92,Sector 65,single
184,S,Residential Apartment,2.0,2,2.0,13500.0,Unfurnished,Under Construction,28.0,48.0,1420.0,1.92,Sector 65,single
185,S,Residential Apartment,2.0,2,2.0,13623.0,Unfurnished,Under Construction,38.0,48.0,1433.0,1.93,Sector 65,single
186,S,Residential Apartment,2.0,2,2.0,13623.0,Unfurnished,Under Construction,28.0,48.0,1433.0,1.93,Sector 65,single
187,S,Residential Apartment,2.0,2,2.0,14114.0,Unfurnished,Under Construction,36.0,38.0,1516.0,2.05,Sector 65,single
188,S,Residential Apartment,2.0,2,2.0,13542.0,Unfurnished,Under Construction,37.0,38.0,1265.0,1.71,Sector 65,single
189,S,Residential Apartment,2.0,2,2.0,13500.0,Unfurnished,Under Construction,7.0,38.0,1265.0,1.71,Sector 65,single
192,S,Residential Apartment,4.0,4,3.0,9791.0,Semi-furnished,1-5,14.0,17.0,2400.0,2.35,Sector 110 A,single
193,S,Residential Apartment,2.0,2,3.0,5600.0,Semi-furnished,0-1,0.0,7.0,1000.0,0.56,Sector 37C,single
194,S,Independent/Builder Floor,3.0,4,3.0,10163.0,Semi-furnished,5-10,2.0,2.0,1525.0,1.55,Sector 51,single
195,S,Residential Apartment,4.0,4,4.0,26328.0,Semi-furnished,Under Construction,2.0,4.0,2089.0,5.5,Sector 63,single
196,S,Residential Apartment,4.0,4,4.0,26280.0,Semi-furnished,Under Construction,2.0,4.0,1484.0,3.9,Sector 63,single
197,S,Residential Apartment,4.0,4,4.0,26319.0,Semi-furnished,Under Construction,2.0,4.0,1421.0,3.74,Sector 63,single
198,S,Residential Apartment,4.0,4,4.0,28383.0,Semi-furnished,Under Construction,4.0,4.0,1367.0,3.88,Sector 63,single
199,S,Independent House/Villa,4.0,5,4.0,18181.81818181818,Semi-furnished,1-5,3.0,3.0,2475.0,4.5,Sector 81,multi
200,S,Residential Apartment,3.0,4,3.0,16363.0,Semi-furnished,5-10,5.0,17.0,2200.0,3.6,Sector 66,single
201,S,Independent/Builder Floor,4.0,4,3.0,10285.0,Semi-furnished,0-1,3.0,4.0,3150.0,3.24,Sector 50,single
202,S,Residential Apartment,4.0,6,4.0,17023.0,Semi-furnished,5-10,5.0,11.0,2943.0,5.01,Sector 31,single
203,S,Independent/Builder Floor,3.0,3,2.0,8865.0,Semi-furnished,0-1,3.0,4.0,2459.0,2.18,Palam Vihar,single
205,S,Residential Apartment,5.0,5,3.0,11082.0,Semi-furnished,0-1,4.0,15.0,3880.0,4.3,Sector 110,single
206,S,Independent/Builder Floor,3.0,3,2.0,14400.0,Semi-furnished,0-1,1.0,4.0,1836.0,1.8,Sector 23,single
207,S,Independent/Builder Floor,3.0,3,2.0,13875.0,Semi-furnished,0-1,2.0,4.0,1254.0,1.74,Sector 23,single
208,S,Independent/Builder Floor,3.0,3,2.0,13840.0,Semi-furnished,0-1,3.0,4.0,1836.0,1.73,Sector 23,single
209,S,Independent/Builder Floor,4.0,4,2.0,12800.0,Semi-furnished,0-1,4.0,4.0,2500.0,3.2,Sector 50,single
210,S,Independent/Builder Floor,3.0,3,2.0,13840.0,Semi-furnished,0-1,3.0,4.0,1836.0,1.73,Sector 23,single
211,S,Independent/Builder Floor,3.0,3,2.0,8336.0,Semi-furnished,0-1,2.0,4.0,2459.0,2.05,Palam Vihar,single
212,S,Independent/Builder Floor,3.0,3,2.0,7959.0,Semi-furnished,0-1,2.0,4.0,2450.0,1.95,Palam Vihar,single
213,S,Independent/Builder Floor,3.0,4,4.0,7559.774964838256,,10+,2.0,2.0,2844.0,2.15,DLF Phase 2,single
216,R,Independent/Builder Floor,1.0,1,2.0,30000.0,Furnished,1-5,0.0,4.0,1000.0,3.0,Sector 46,single
217,S,Residential Apartment,3.0,3,3.0,7857.0,Semi-furnished,10+,4.0,13.0,2100.0,1.65,Sector 45,single
219,S,Independent/Builder Floor,4.0,4,2.0,19772.0,Semi-furnished,0-1,1.0,3.0,2200.0,4.35,Sector 67A,single
221,S,Residential Apartment,3.0,3,3.0,8095.0,Semi-furnished,1-5,7.0,13.0,2100.0,1.7,Sector-33 Sohna,single
222,S,Residential Apartment,2.0,2,3.0,7017.0,Semi-furnished,1-5,4.0,14.0,1425.0,1.0,Sohna,single
224,S,Residential Apartment,3.0,3,3.0,26595.744680851065,Semi-furnished,1-5,8.0,17.0,2350.0,6.25,Sector 48,single
225,S,Residential Apartment,3.0,4,4.0,9627.0,Semi-furnished,1-5,6.0,27.0,2150.0,2.07,Sector 109,single
226,S,Residential Apartment,3.0,4,4.0,10195.0,Unfurnished,1-5,2.0,25.0,1942.0,1.98,Sector 102,single
227,S,Residential Apartment,3.0,2,2.0,10727.0,Unfurnished,Under Construction,20.0,35.0,1389.0,1.49,Sector 104,single
228,S,Residential Apartment,3.0,4,3.0,10883.0,Semi-furnished,5-10,33.0,34.0,2095.0,2.28,Sector 109,single
231,S,Independent/Builder Floor,3.0,2,3.0,7857.0,,Under Construction,4.0,4.0,1120.0,0.88,Sector 36 Sohna,single
232,S,Residential Apartment,4.0,5,2.0,30017.0,Semi-furnished,5-10,10.0,17.0,3931.0,11.7996827,Sector 48,single
233,S,Residential Apartment,4.0,5,2.0,29509.0,Semi-furnished,5-10,15.0,17.0,3931.0,11.5999879,Sector 48,single
236,S,Residential Apartment,3.0,3,2.0,25122.0,Semi-furnished,5-10,6.0,17.0,2647.0,6.65,Sector 48,single
237,S,Residential Apartment,4.0,5,3.0,27302.0,Semi-furnished,5-10,8.0,16.0,4615.0,12.599873,Sector 48,single
238,S,Residential Apartment,3.0,3,2.0,24705.0,Semi-furnished,5-10,14.0,16.0,2550.0,6.3,Sector 48,single
239,S,Residential Apartment,4.0,4,2.0,27085.0,Semi-furnished,5-10,10.0,17.0,4615.0,12.4997275,Sector 48,single
242,S,Residential Apartment,4.0,5,2.0,27518.0,Semi-furnished,5-10,12.0,17.0,4615.0,12.699557,Sector 48,single
246,S,Residential Apartment,4.0,4,2.0,28169.0,Semi-furnished,5-10,24.0,45.0,4615.0,12.9999935,Sector 48,single
247,S,Residential Apartment,3.0,3,2.0,23079.0,Semi-furnished,5-10,20.0,45.0,2838.0,6.55,Sector 48,single
248,S,Residential Apartment,3.0,3,2.0,23500.0,Semi-furnished,5-10,25.0,45.0,2647.0,6.45,Sector 48,single
251,S,Residential Apartment,3.0,4,2.0,23538.0,Semi-furnished,5-10,10.0,17.0,2719.0,6.4,Sector 48,single
252,S,Residential Apartment,3.0,3,2.0,23800.0,Semi-furnished,5-10,14.0,17.0,2647.0,6.3,Sector 48,single
253,S,Residential Apartment,3.0,3,2.0,22903.0,Semi-furnished,5-10,6.0,17.0,2838.0,6.5,Sector 48,single
254,S,Residential Apartment,4.0,6,3.0,27982.0,Semi-furnished,5-10,12.0,17.0,3931.0,10.9997242,Sector 48,single
255,S,Residential Apartment,4.0,6,3.0,31578.0,Semi-furnished,5-10,9.0,17.0,3800.0,11.99964,Sector 48,single
256,S,Residential Apartment,4.0,6,3.0,30921.0,,5-10,7.0,17.0,3800.0,11.74998,Sector 48,single
257,S,Residential Apartment,4.0,5,4.0,29254.0,Semi-furnished,5-10,10.0,17.0,3931.0,11.4997474,Sector 48,single
258,S,Residential Apartment,3.0,4,3.0,12483.0,Semi-furnished,0-1,20.0,25.0,3725.0,4.65,Sector 112,single
259,S,Residential Apartment,4.0,4,2.0,20000.0,Semi-furnished,1-5,11.0,17.0,2625.0,5.25,Sector 66,single
260,S,Residential Apartment,4.0,4,3.0,6255.0,Semi-furnished,1-5,15.0,25.0,2350.0,1.47,Sector 71,single
261,S,Residential Apartment,3.0,4,2.0,7171.0,,1-5,10.0,14.0,1743.0,1.25,Sector 71,single
262,S,Residential Apartment,3.0,3,3.0,6790.0,Semi-furnished,1-5,9.0,14.0,1620.0,1.1,Sector 71,single
263,S,Residential Apartment,3.0,3,2.0,6734.0,Semi-furnished,1-5,12.0,14.0,1485.0,1.0,Sector 71,single
264,S,Residential Apartment,2.0,2,2.0,7000.0,Semi-furnished,1-5,8.0,14.0,1198.0,0.85,Sector 71,single
265,S,Residential Apartment,4.0,4,4.0,12538.0,Semi-furnished,1-5,14.0,32.0,2273.0,2.85,Sector 82A,single
266,S,Independent House/Villa,3.0,3,3.0,16000.0,Unfurnished,10+,2.0,2.0,2250.0,3.6,Sector 14,multi
267,S,Independent House/Villa,3.0,3,3.0,22222.222222222223,Unfurnished,10+,3.0,3.0,2250.0,5.0,Sector 14,multi
271,S,Residential Apartment,3.0,3,4.0,5950.0,Semi-furnished,1-5,4.0,19.0,1762.0,1.05,Sector 103,single
272,S,Independent House/Villa,3.0,3,3.0,17389.96614342875,Unfurnished,10+,2.0,2.0,3249.0,5.65,Sector 14,multi
273,S,Independent/Builder Floor,4.0,4,4.0,11380.0,Semi-furnished,1-5,3.0,4.0,3078.0,2.39,Sector 57,single
274,S,Independent/Builder Floor,4.0,5,2.0,16384.0,Furnished,1-5,2.0,4.0,3900.0,6.39,DLF Phase 4,single
275,S,Independent/Builder Floor,3.0,3,2.0,10000.0,Semi-furnished,1-5,4.0,4.0,2400.0,1.9,Sector 48,single
276,S,Independent/Builder Floor,3.0,3,2.0,12187.0,Semi-furnished,1-5,2.0,4.0,2367.0,1.95,Sector 57,single
277,S,Independent/Builder Floor,3.0,3,2.0,14583.0,Semi-furnished,1-5,2.0,4.0,1836.0,1.75,Sushant Lok Phase 3,single
278,S,Independent/Builder Floor,3.0,3,2.0,13916.0,Semi-furnished,1-5,3.0,4.0,1800.0,1.67,Sushant Lok Phase 3,single
279,S,Independent/Builder Floor,3.0,3,4.0,12750.0,Semi-furnished,1-5,3.0,4.0,2700.0,2.55,Sushant Lok Phase 3,single
280,S,Independent/Builder Floor,4.0,4,4.0,12228.0,Semi-furnished,1-5,2.0,4.0,2367.0,2.14,Sector 57,single
281,S,Residential Apartment,4.0,4,4.0,14095.0,Semi-furnished,1-5,24.0,40.0,2625.0,3.7,Sector 72,single
282,S,Residential Apartment,3.0,3,3.0,8188.0,Semi-furnished,Under Construction,10.0,17.0,2078.0,1.7,Sector 3,single
283,S,Residential Apartment,2.0,2,2.0,11039.0,Semi-furnished,0-1,17.0,30.0,1406.0,1.55,Sector 74,single
284,S,Residential Apartment,2.0,2,2.0,13200.0,Semi-furnished,0-1,14.0,30.0,1406.0,1.65,Sector 74,single
285,S,Independent/Builder Floor,3.0,3,4.0,15357.0,Semi-furnished,1-5,1.0,3.0,1600.0,2.15,Sector 65,single
286,S,Residential Apartment,2.0,2,2.0,11735.0,Semi-furnished,0-1,14.0,30.0,1406.0,1.65,Sector 74,single
287,S,Residential Apartment,3.0,3,3.0,9444.0,Semi-furnished,Under Construction,16.0,32.0,1829.0,1.7,Sector 85,single
288,S,Residential Apartment,3.0,3,3.0,9041.0,Semi-furnished,Under Construction,9.0,32.0,1830.0,1.65,Sector 85,single
289,S,Residential Apartment,3.0,3,3.0,9150.0,Semi-furnished,Under Construction,12.0,32.0,2131.0,1.95,Sector 85,single
290,S,Independent/Builder Floor,2.0,2,3.0,6155.0,Semi-furnished,0-1,2.0,2.0,1056.0,0.78,Sector 82,single
291,S,Independent/Builder Floor,3.0,3,2.0,9487.0,Semi-furnished,Under Construction,2.0,4.0,1950.0,1.85,Sector 63A,single
292,S,Independent/Builder Floor,3.0,3,2.0,9846.0,Semi-furnished,0-1,3.0,4.0,1950.0,1.92,Sector 63A,single
293,S,Independent/Builder Floor,3.0,3,2.0,8604.0,Semi-furnished,0-1,2.0,4.0,2150.0,1.85,Sector 63A,single
294,S,Independent/Builder Floor,4.0,4,2.0,8888.0,Semi-furnished,0-1,3.0,4.0,2700.0,2.4,Sector 50,single
295,S,Independent/Builder Floor,4.0,4,2.0,9074.0,Semi-furnished,0-1,3.0,4.0,2700.0,2.45,Sector 49,single
296,S,Independent/Builder Floor,4.0,4,2.0,8281.0,Semi-furnished,0-1,2.0,4.0,3200.0,2.65,Sector 50,single
297,S,Independent/Builder Floor,4.0,4,2.0,12037.0,Semi-furnished,0-1,2.0,4.0,2700.0,3.25,Sector 50,single
298,S,Independent/Builder Floor,4.0,4,2.0,13018.0,Semi-furnished,Under Construction,4.0,4.0,2650.0,3.45,Sector 50,single
299,S,Independent/Builder Floor,3.0,3,2.0,10111.0,Semi-furnished,Under Construction,1.0,4.0,1800.0,1.82,Sector 48,single
