,PREFERENCE,PROPERTY_TYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,FURNISH,AGE,FLOOR_NUM,TOTAL_FLOOR,SUPERBUILTUP_SQFT,PRICE,LOCALITY_WO_CITY,stories
2127,S,Residential Apartment,3.0,3,2.0,24178.0,Semi-furnished,5-10,10.0,45.0,2647.0,6.4,Sector 48,single
2128,S,Residential Apartment,3.0,4,3.0,12135.0,Semi-furnished,5-10,14.0,32.0,2060.0,2.5,Sector 61,single
2129,S,Residential Apartment,2.0,2,2.0,13670.0,Semi-furnished,1-5,10.0,23.0,1463.0,2.0,Sector 66,single
2130,S,Residential Apartment,4.0,4,3.0,15634.0,Semi-furnished,Under Construction,7.0,24.0,2423.0,3.79,Sector 108,single
2131,S,Residential Apartment,4.0,4,3.0,12000.0,Semi-furnished,5-10,10.0,28.0,4800.0,5.76,Sector 112,single
2132,S,Residential Apartment,4.0,4,4.0,24175.0,Semi-furnished,Under Construction,20.0,47.0,4550.0,10.999625,Sector 65,single
2133,S,Residential Apartment,3.0,3,4.0,6647.0,Semi-furnished,1-5,8.0,30.0,1730.0,1.5,Sector 90,single
2134,S,Residential Apartment,4.0,4,4.0,6556.0,Unfurnished,1-5,1.0,19.0,2364.0,1.65,Sector 90,single
2135,S,Independent/Builder Floor,3.0,3,2.0,16204.0,Semi-furnished,Under Construction,4.0,4.0,2129.0,3.45,Sohna,single
2136,S,Residential Apartment,2.0,2,4.0,11000.0,Semi-furnished,Under Construction,6.0,16.0,1370.0,1.51,Sector 70A,single
2137,S,Residential Apartment,4.0,4,4.0,18055.0,Semi-furnished,5-10,1.0,13.0,2200.0,3.25,Sector 50,single
2138,S,Independent/Builder Floor,3.0,3,2.0,11851.0,Furnished,5-10,1.0,3.0,2475.0,1.6,Sector 47,single
2139,S,Residential Apartment,3.0,3,3.0,21012.482662968097,Furnished,0-1,15.0,15.0,2884.0,6.06,Sector 65,single
2140,S,Independent/Builder Floor,4.0,5,4.0,13888.0,Semi-furnished,1-5,1.0,4.0,2700.0,3.75,DLF Phase 2,single
2141,S,Residential Apartment,4.0,5,2.0,21088.0,Semi-furnished,5-10,9.0,19.0,2940.0,6.2,DLF Phase 5,single
2142,S,Residential Apartment,4.0,5,3.0,20400.0,Semi-furnished,5-10,7.0,20.0,2500.0,5.1,DLF Phase 5,single
2143,S,Residential Apartment,4.0,5,3.0,21090.0,Semi-furnished,5-10,18.0,18.0,2750.0,5.8,DLF Phase 5,single
2144,S,Independent/Builder Floor,4.0,4,2.0,10600.0,Semi-furnished,Under Construction,0.0,4.0,2500.0,2.65,Sector 46,single
2147,S,Residential Apartment,5.0,7,4.0,11823.0,Semi-furnished,5-10,14.0,14.0,3383.0,4.0,Sector 48,single
2149,S,Residential Apartment,3.0,3,4.0,9615.0,Unfurnished,0-1,16.0,22.0,1976.0,1.9,Sector 70A,single
2150,S,Residential Apartment,3.0,3,3.0,13850.0,Unfurnished,1-5,21.0,51.0,2527.0,3.5,Sector 67,single
2151,S,Residential Apartment,3.0,3,4.0,7812.0,Unfurnished,1-5,9.0,19.0,1920.0,1.5,Sector 92,single
2152,S,Residential Apartment,3.0,3,4.0,12448.0,Unfurnished,Under Construction,7.0,14.0,1205.0,1.5,Sector 93,single
2153,S,Residential Apartment,3.0,3,4.0,6122.0,Unfurnished,5-10,15.0,25.0,1960.0,1.2,Sector 82,single
2154,S,Residential Apartment,3.0,3,4.0,6944.0,Unfurnished,0-1,14.0,22.0,1800.0,1.25,Sector 37D,single
2155,S,Residential Apartment,3.0,4,3.0,8965.0,Unfurnished,5-10,6.0,13.0,1450.0,1.3,Sector 77,single
2156,S,Residential Apartment,3.0,4,3.0,9551.0,Unfurnished,1-5,14.0,26.0,2408.0,2.3,Sector 85,single
2157,S,Residential Apartment,3.0,4,4.0,10516.0,Unfurnished,1-5,4.0,29.0,2092.0,2.2,Sector 81,single
2158,S,Residential Apartment,3.0,5,4.0,10909.0,Unfurnished,1-5,15.0,20.0,4583.0,5.0,Sector 22,single
2159,S,Residential Apartment,3.0,4,4.0,9398.0,Unfurnished,0-1,15.0,29.0,2660.0,2.5,Sector 81,single
2160,S,Residential Apartment,3.0,4,4.0,12244.0,Unfurnished,1-5,17.0,29.0,2450.0,3.0,Sector 104,single
2161,S,Independent/Builder Floor,4.0,4,2.0,10000.0,Semi-furnished,0-1,2.0,4.0,2700.0,2.7,Nirvana Country,single
2162,S,Independent/Builder Floor,3.0,3,2.0,10742.0,Semi-furnished,0-1,1.0,4.0,1750.0,1.88,Sector 54,single
2163,S,Independent/Builder Floor,3.0,3,2.0,9076.0,Semi-furnished,0-1,2.0,4.0,1950.0,1.77,Sector 52,single
2164,S,Independent/Builder Floor,3.0,3,2.0,9250.0,Semi-furnished,0-1,4.0,4.0,2000.0,1.85,Sector 65,single
2165,S,Independent/Builder Floor,4.0,4,4.0,18730.0,Semi-furnished,Under Construction,2.0,4.0,2750.0,5.15,DLF Phase 4,single
2166,S,Independent/Builder Floor,4.0,5,4.0,13452.0,Semi-furnished,0-1,3.0,4.0,4200.0,5.65,DLF Phase 3,single
2167,S,Residential Apartment,3.0,2,4.0,6938.0,Semi-furnished,Under Construction,2.0,4.0,1470.0,1.02,Sector 37D,single
2168,S,Independent/Builder Floor,4.0,4,3.0,12345.67901234568,Semi-furnished,1-5,3.0,4.0,3240.0,4.0,Block K South City 1,single
2169,S,Residential Apartment,4.0,4,3.0,6092.0,Unfurnished,1-5,6.0,13.0,2462.0,1.5,Sector 89,single
2170,S,Residential Apartment,3.0,4,4.0,5950.0,Semi-furnished,1-5,3.0,19.0,1940.0,1.15,Sector 103,single
2171,S,Residential Apartment,2.0,2,4.0,7466.0,Semi-furnished,0-1,10.0,26.0,1741.0,1.3,Sector 85,single
2172,S,Residential Apartment,3.0,3,3.0,14700.0,Semi-furnished,5-10,8.0,9.0,2687.0,3.95,DLF Phase 3,single
2173,S,Independent House/Villa,3.0,3,3.0,25925.925925925927,Semi-furnished,10+,3.0,3.0,540.0,1.4,DLF Phase 3,multi
2174,S,Independent/Builder Floor,3.0,3,3.0,15728.0,Semi-furnished,0-1,3.0,3.0,1812.0,2.85,Sector 63,single
2175,S,Residential Apartment,3.0,4,3.0,12426.0,Semi-furnished,1-5,11.0,24.0,2535.0,3.15,Sector 113 Gurgaon ,single
2176,S,Independent/Builder Floor,3.0,3,2.0,14545.0,Semi-furnished,1-5,4.0,4.0,1650.0,2.4,Palam Vihar,single
2177,S,Independent/Builder Floor,3.0,3,2.0,12693.0,Semi-furnished,1-5,4.0,4.0,1678.0,2.13,Palam Vihar,single
2178,S,Residential Apartment,3.0,3,3.0,4360.0,Semi-furnished,1-5,4.0,22.0,1720.0,0.75,Sector 37D,single
2179,S,Residential Apartment,3.0,3,2.0,19493.0,Semi-furnished,Under Construction,3.0,39.0,3950.0,7.7,Sector 63,single
2180,S,Residential Apartment,3.0,3,2.0,6875.0,Semi-furnished,,3.0,22.0,3200.0,2.2,Sector 37D,single
2181,S,Residential Apartment,3.0,3,2.0,15179.0,Furnished,1-5,12.0,20.0,1712.0,2.5,Sector 104,single
2182,S,Residential Apartment,3.0,2,3.0,8468.0,Furnished,1-5,6.0,14.0,2338.0,1.98,Sector 108,single
2183,S,Residential Apartment,2.0,2,2.0,15337.0,Semi-furnished,1-5,0.0,10.0,1304.0,2.0,Sector 60,single
2184,S,Residential Apartment,3.0,4,4.0,16058.0,Semi-furnished,5-10,18.0,18.0,3425.0,5.5,Sector 53,single
2185,S,Independent House/Villa,4.0,2,1.0,1304.4491031912419,Semi-furnished,1-5,2.0,2.0,4293.0,0.56,Subhash Nagar,multi
2186,S,Independent/Builder Floor,3.0,3,2.0,8101.851851851852,Semi-furnished,0-1,4.0,4.0,2160.0,1.75,Sector 48,single
2189,S,Residential Apartment,3.0,4,4.0,9236.0,Unfurnished,1-5,14.0,14.0,2003.0,1.85,Sector 108,single
2190,S,Residential Apartment,4.0,3,1.0,5923.0,Semi-furnished,1-5,3.0,13.0,2836.0,1.68,Sector 109,single
2192,S,Residential Apartment,4.0,4,4.0,16452.0,Semi-furnished,10+,12.0,18.0,3495.0,5.95,Sector 53,single
2193,S,Residential Apartment,3.0,4,4.0,14727.0,Unfurnished,5-10,3.0,18.0,2750.0,4.05,Sector 53,single
2194,S,Residential Apartment,3.0,4,4.0,13644.0,Semi-furnished,5-10,7.0,12.0,2895.0,3.95,Sector 53,single
2195,S,Independent/Builder Floor,2.0,2,2.0,4307.0,Semi-furnished,5-10,1.0,2.0,1625.0,0.7,Sector 82,single
2196,S,Residential Apartment,3.0,4,4.0,15277.0,Unfurnished,10+,5.0,15.0,3600.0,5.5,Sector 53,single
2197,S,Residential Apartment,3.0,4,4.0,15025.0,Semi-furnished,10+,4.0,15.0,2895.0,4.35,Sector 53,single
2198,S,Residential Apartment,3.0,4,4.0,14862.0,Unfurnished,10+,14.0,15.0,2725.0,4.05,Sector 53,single
2199,S,Residential Apartment,3.0,4,4.0,14311.0,Unfurnished,10+,12.0,15.0,2725.0,3.9,Sector 53,single
2200,S,Independent House/Villa,4.0,4,4.0,24900.3984063745,Semi-furnished,10+,3.0,3.0,4518.0,11.25,Sector 48,multi
2202,S,Residential Apartment,4.0,5,4.0,9708.0,Semi-furnished,5-10,8.0,12.0,2400.0,2.33,Sector 70,single
2203,S,Residential Apartment,3.0,3,2.0,10185.0,Semi-furnished,0-1,14.0,30.0,1620.0,1.65,Sector 79,single
2204,S,Residential Apartment,3.0,3,2.0,10493.0,Semi-furnished,0-1,21.0,30.0,1620.0,1.7,Sector 79,single
2207,S,Residential Apartment,3.0,3,3.0,7828.0,Semi-furnished,1-5,6.0,18.0,1980.0,1.55,Sector 83,single
2208,S,Independent House/Villa,4.0,4,3.0,16666.666666666668,Semi-furnished,1-5,2.0,2.0,2700.0,4.5,Sector 82,multi
2209,S,Residential Apartment,2.0,2,2.0,8088.0,Semi-furnished,1-5,6.0,15.0,1360.0,1.1,Sector 81,single
2210,S,Residential Apartment,4.0,4,4.0,19966.0,,1-5,16.0,42.0,2995.0,5.98,Sector 65,single
2211,S,Residential Apartment,4.0,4,3.0,14839.0,Semi-furnished,1-5,18.0,25.0,2527.0,3.85,Sector 62,single
2213,S,Independent House/Villa,4.0,4,4.0,24789.72996901284,Semi-furnished,10+,3.0,3.0,4518.0,11.2,Sector 48,multi
2215,S,Residential Apartment,3.0,3,4.0,10121.0,Semi-furnished,1-5,1.0,22.0,1976.0,2.0,Sector 70A,single
2216,S,Residential Apartment,2.0,2,3.0,9629.0,,0-1,5.0,18.0,1350.0,1.3,Sector 70,single
2217,S,Residential Apartment,3.0,5,3.0,8717.0,Semi-furnished,0-1,6.0,18.0,1950.0,1.7,Sector 70,single
2218,S,Residential Apartment,3.0,4,3.0,9302.0,Semi-furnished,5-10,9.0,16.0,2150.0,2.0,Sector 70,single
2219,S,Residential Apartment,3.0,3,4.0,6970.0,Unfurnished,0-1,10.0,28.0,1865.0,1.3,Sector 70,single
2220,S,Residential Apartment,3.0,4,4.0,7058.0,Unfurnished,0-1,6.0,28.0,2125.0,1.5,Sector 70,single
2221,S,Residential Apartment,3.0,4,3.0,18213.0,Semi-furnished,0-1,20.0,33.0,2295.0,4.18,Sector 59,single
2222,S,Residential Apartment,3.0,4,3.0,18082.0,Semi-furnished,0-1,26.0,33.0,2295.0,4.15,Sector 59,single
2223,S,Residential Apartment,3.0,3,3.0,18615.0,Semi-furnished,0-1,25.0,33.0,2095.0,3.9,Sector 59,single
2224,S,Residential Apartment,3.0,3,3.0,18823.0,Semi-furnished,0-1,18.0,33.0,2295.0,4.32,Sector 59,single
2225,S,Residential Apartment,3.0,3,3.0,18736.0,Semi-furnished,0-1,10.0,33.0,2295.0,4.3,Sector 59,single
2226,S,Independent/Builder Floor,3.0,3,2.0,8951.0,Semi-furnished,0-1,2.0,4.0,1430.0,1.44,Gwal Pahari,single
2227,S,Independent/Builder Floor,3.0,3,2.0,8881.0,Semi-furnished,Under Construction,4.0,4.0,1430.0,1.42,Gwal Pahari,single
2228,S,Independent/Builder Floor,3.0,3,2.0,9020.0,Semi-furnished,0-1,2.0,4.0,1430.0,1.4,Gwal Pahari,single
2229,S,Residential Apartment,3.0,3,3.0,9742.0,Furnished,5-10,3.0,11.0,1437.0,1.4,Sector 70,single
2230,S,Independent/Builder Floor,4.0,5,2.0,15555.0,Semi-furnished,0-1,1.0,4.0,4500.0,7.0,Sector 26,single
2231,S,Residential Apartment,2.0,2,1.0,9375.0,Semi-furnished,Under Construction,30.0,32.0,1440.0,1.35,Sector 85,single
2232,S,Residential Apartment,4.0,4,3.0,28570.999999999996,Semi-furnished,5-10,14.0,17.0,3850.0,10.999835,Sector 54,single
2233,S,Residential Apartment,1.0,1,1.0,6203.0,Unfurnished,1-5,5.0,15.0,935.0,0.58,Sector 83,single
2234,S,Residential Apartment,2.0,2,3.0,6666.0,,1-5,3.0,12.0,1050.0,0.7,Sector 83,single
2235,S,Residential Apartment,2.0,2,4.0,8028.0,Unfurnished,Under Construction,15.0,22.0,1557.0,1.25,Sector-33 Sohna,single
2236,S,Residential Apartment,3.0,4,4.0,9318.0,,Under Construction,10.0,22.0,1996.0,1.86,Sector-33 Sohna,single
2237,S,Residential Apartment,4.0,4,4.0,7900.0,Unfurnished,1-5,5.0,29.0,2215.0,1.75,Sector 90,single
2240,S,Residential Apartment,4.0,5,4.0,13485.0,Semi-furnished,5-10,1.0,12.0,2410.0,3.25,Sector 66,single
2241,S,Residential Apartment,4.0,4,4.0,8700.0,Semi-furnished,1-5,10.0,29.0,2215.0,1.9,Sector 90,single
2242,S,Residential Apartment,4.0,4,4.0,16455.0,Semi-furnished,1-5,3.0,4.0,1975.0,3.25,Sector 65,single
2243,S,Residential Apartment,2.0,2,2.0,12142.0,Semi-furnished,Under Construction,6.0,32.0,1508.0,1.7,Sector 62,single
2244,S,Residential Apartment,4.0,4,4.0,13090.0,Semi-furnished,Under Construction,14.0,34.0,2750.0,3.6,Sector 106,single
2245,S,Residential Apartment,3.0,4,2.0,13125.0,Semi-furnished,1-5,14.0,16.0,1920.0,2.1,Sector 66,single
2247,S,Residential Apartment,3.0,3,3.0,12745.0,Semi-furnished,1-5,15.0,40.0,2550.0,3.25,Sector 72,single
2248,S,Residential Apartment,4.0,6,3.0,18750.0,Semi-furnished,5-10,7.0,19.0,2850.0,4.5,Sector 30,single
2249,S,Residential Apartment,3.0,4,3.0,11395.0,Semi-furnished,0-1,1.0,20.0,2150.0,2.45,Sector 79,single
2250,S,Independent/Builder Floor,3.0,4,2.0,8931.761343336906,Semi-furnished,1-5,2.0,4.0,2799.0,2.5,Uppals Southend,single
2251,S,Residential Apartment,4.0,5,4.0,14095.0,Unfurnished,5-10,16.0,40.0,2625.0,3.7,Sector 72,single
2252,S,Independent/Builder Floor,4.0,4,3.0,19230.0,Furnished,Under Construction,4.0,4.0,3600.0,5.0,Sector 73,single
2253,S,Independent/Builder Floor,4.0,4,3.0,13194.0,Furnished,Under Construction,4.0,4.0,3600.0,4.75,Sector 73,single
2254,S,Residential Apartment,2.0,2,1.0,4944.0,Semi-furnished,Under Construction,10.0,19.0,900.0,0.445,Sector 88A,single
2255,S,Residential Apartment,2.0,2,1.0,4888.0,Semi-furnished,Under Construction,8.0,19.0,900.0,0.44,Sector 88A,single
2256,S,Residential Apartment,4.0,4,4.0,10156.0,Semi-furnished,5-10,5.0,13.0,2560.0,2.6,Sector 49,single
2257,S,Residential Apartment,3.0,3,3.0,7344.0,Unfurnished,1-5,15.0,29.0,1702.0,1.25,Sector 90,single
2258,S,Residential Apartment,3.0,4,3.0,13343.0,Semi-furnished,1-5,5.0,14.0,2061.0,2.75,Sector 49,single
2259,S,Independent/Builder Floor,3.0,4,3.0,10131.0,Furnished,Under Construction,1.0,4.0,2800.0,2.7,Sector 51,single
2260,S,Independent/Builder Floor,3.0,2,2.0,7014.0,Semi-furnished,Under Construction,2.0,4.0,1432.0,1.0,Sector 92,single
2261,S,Residential Apartment,3.0,3,4.0,16100.0,Semi-furnished,Under Construction,3.0,36.0,1650.0,2.66,Sector 113 Gurgaon ,single
2262,S,Residential Apartment,2.0,2,4.0,14100.0,Semi-furnished,Under Construction,2.0,36.0,1350.0,1.9,Sector 113 Gurgaon ,single
2263,S,Residential Apartment,3.0,4,4.0,13025.0,Semi-furnished,5-10,14.0,15.0,2380.0,3.1,Sector 49,single
2264,S,Independent/Builder Floor,3.0,3,3.0,24277.0,Semi-furnished,Under Construction,4.0,4.0,1627.0,3.95,Sector 63,single
2265,S,Residential Apartment,2.0,2,3.0,12500.0,Semi-furnished,0-1,22.0,30.0,1424.0,1.78,Sector 74,single
2266,S,Residential Apartment,3.0,4,4.0,16018.0,Semi-furnished,1-5,25.0,40.0,2185.0,3.5,Sector 72,single
2267,S,Residential Apartment,4.0,5,4.0,17039.0,Semi-furnished,1-5,15.0,40.0,2905.0,4.95,Sector 72,single
2268,S,Residential Apartment,2.0,2,2.0,11943.0,Semi-furnished,0-1,10.0,30.0,1415.0,1.69,Sector 74,single
2269,S,Residential Apartment,2.0,2,2.0,11455.0,Semi-furnished,0-1,8.0,19.0,1484.0,1.7,Sector 67A,single
2270,S,Residential Apartment,2.0,2,2.0,6677.0,Semi-furnished,5-10,4.0,14.0,1198.0,0.8,Sector 71,single
2271,S,Residential Apartment,4.0,4,3.0,5927.0,Unfurnished,5-10,5.0,14.0,2193.0,1.3,Sector 71,single
2272,S,Residential Apartment,3.0,3,3.0,13315.0,Unfurnished,Under Construction,14.0,34.0,1855.0,2.47,Sector 106,single
2273,S,Independent/Builder Floor,2.0,2,2.0,5185.0,Semi-furnished,1-5,0.0,2.0,1890.0,0.98,Sushant Lok Phase 3,single
2274,S,Independent/Builder Floor,4.0,4,3.0,11481.481481481482,Semi-furnished,0-1,3.0,4.0,2700.0,3.1,Sushant Lok Phase 1,single
2275,S,Residential Apartment,4.0,4,3.0,8490.0,Unfurnished,Under Construction,9.0,17.0,2650.0,2.25,Sector 3,single
2276,S,Independent/Builder Floor,3.0,3,2.0,9749.455337690631,Semi-furnished,1-5,2.0,4.0,1836.0,1.79,Sector 57,single
2277,S,Independent/Builder Floor,3.0,3,2.0,8750.0,Semi-furnished,1-5,2.0,4.0,2160.0,1.89,Sushant Lok Phase 2,single
2279,S,Independent/Builder Floor,4.0,4,2.0,7115.009746588694,Semi-furnished,1-5,3.0,4.0,3078.0,2.19,Sector 57,single
2280,S,Independent/Builder Floor,4.0,4,2.0,7439.896036387265,Semi-furnished,1-5,2.0,4.0,3078.0,2.29,Sector 57,single
2281,S,Independent/Builder Floor,3.0,3,2.0,12882.0,Semi-furnished,0-1,3.0,4.0,1700.0,2.19,Sushant Lok Phase 1,single
2282,S,Independent/Builder Floor,4.0,4,2.0,7115.009746588694,Semi-furnished,1-5,2.0,4.0,3078.0,2.19,Sector 57,single
2283,S,Independent/Builder Floor,3.0,3,2.0,12344.0,Semi-furnished,0-1,4.0,4.0,1450.0,1.79,Sushant Lok Phase 2,single
2284,S,Independent/Builder Floor,3.0,3,2.0,11655.0,Semi-furnished,0-1,3.0,4.0,1450.0,1.69,Sushant Lok Phase 2,single
2286,S,Independent/Builder Floor,4.0,4,2.0,8641.975308641975,Semi-furnished,0-1,2.0,4.0,4050.0,3.5,Sushant Lok Phase 2,single
2287,S,Residential Apartment,4.0,4,4.0,13333.0,Semi-furnished,5-10,12.0,18.0,3000.0,4.0,Nirvana Country,single
2288,S,Residential Apartment,3.0,4,4.0,13167.0,Semi-furnished,5-10,4.0,18.0,2491.0,3.28,Nirvana Country,single
2289,S,Residential Apartment,4.0,4,3.0,10086.0,Semi-furnished,1-5,2.0,19.0,3470.0,3.5,Sector 81,single
2290,S,Residential Apartment,4.0,4,4.0,13057.0,Semi-furnished,1-5,8.0,29.0,2872.0,3.75,Sector 81,single
2291,S,Residential Apartment,4.0,6,4.0,10166.0,Semi-furnished,1-5,20.0,29.0,4200.0,4.27,Sector 81,single
2292,S,Residential Apartment,2.0,2,3.0,7317.0,Semi-furnished,1-5,14.0,26.0,1640.0,1.2,Sector 85,single
2293,S,Residential Apartment,3.0,4,4.0,12142.0,Semi-furnished,1-5,17.0,30.0,2100.0,2.55,Sector 81,single
2294,S,Residential Apartment,3.0,4,4.0,12220.0,Semi-furnished,1-5,14.0,30.0,2103.0,2.57,Sector 81,single
2295,S,Residential Apartment,4.0,4,4.0,16000.0,Semi-furnished,5-10,7.0,12.0,5000.0,8.0,DLF Phase 2,single
2296,S,Residential Apartment,3.0,3,3.0,12537.0,Unfurnished,0-1,12.0,30.0,2018.0,2.53,Sector 74,single
2297,S,Residential Apartment,2.0,2,2.0,11446.0,Unfurnished,0-1,8.0,30.0,1424.0,1.63,Sector 74,single
2298,S,Independent/Builder Floor,4.0,3,2.0,15833.0,Semi-furnished,1-5,0.0,3.0,2400.0,3.8,Sector 65,single
2299,S,Independent/Builder Floor,4.0,3,2.0,14285.0,Semi-furnished,1-5,1.0,3.0,1750.0,2.5,Sector 65,single
2300,S,Independent/Builder Floor,4.0,3,2.0,16000.0,Semi-furnished,1-5,0.0,3.0,2000.0,3.2,Sector 65,single
2301,S,Independent/Builder Floor,3.0,3,3.0,14545.0,Semi-furnished,1-5,3.0,6.0,1650.0,2.4,Sector 65,single
2302,S,Independent/Builder Floor,4.0,3,2.0,13714.0,Semi-furnished,0-1,2.0,3.0,1750.0,2.4,Sector 65,single
2303,S,Independent/Builder Floor,3.0,3,2.0,13043.0,Semi-furnished,0-1,1.0,3.0,1380.0,1.8,Sector 65,single
2304,S,Independent/Builder Floor,4.0,4,4.0,11574.074074074075,Semi-furnished,1-5,4.0,4.0,3240.0,3.75,Nirvana Country,single
2305,S,Residential Apartment,2.0,2,2.0,24500.0,Unfurnished,0-1,14.0,32.0,1508.0,2.45,Sector 62,single
2307,S,Independent House/Villa,3.0,3,3.0,29629.62962962963,Unfurnished,10+,1.0,1.0,2700.0,8.0,Sushant Lok Phase 1,single
2310,S,Residential Apartment,2.0,2,3.0,12356.0,Semi-furnished,Under Construction,6.0,18.0,1457.0,1.05,Sohna,single
2312,S,Independent/Builder Floor,3.0,3,2.0,10348.0,Semi-furnished,0-1,2.0,4.0,1836.0,1.9,Sector 43,single
2313,S,Residential Apartment,4.0,5,4.0,5873.0,,5-10,4.0,11.0,2639.0,1.55,Sector 103,single
2314,S,Residential Apartment,4.0,4,4.0,9523.0,Unfurnished,1-5,8.0,27.0,3150.0,3.0,Sector 104,single
2315,S,Independent/Builder Floor,4.0,3,2.0,9294.0,Semi-furnished,0-1,3.0,4.0,2367.0,2.2,Sector 43,single
2316,S,Residential Apartment,3.0,4,4.0,7906.0,,Under Construction,10.0,22.0,2150.0,1.7,Sector 89 A,single
2317,S,Independent/Builder Floor,3.0,2,2.0,11000.0,Semi-furnished,5-10,0.0,3.0,1500.0,1.65,South City 2,single
2318,S,Independent/Builder Floor,3.0,3,2.0,8333.0,Semi-furnished,0-1,2.0,4.0,2400.0,2.0,Sector 54,single
2319,S,Independent/Builder Floor,3.0,3,2.0,8333.0,Semi-furnished,0-1,3.0,4.0,2400.0,2.0,Sector 55,single
2320,S,Independent/Builder Floor,3.0,3,2.0,8333.0,Semi-furnished,0-1,3.0,4.0,2400.0,2.0,Sector 56,single
2321,S,Residential Apartment,2.0,2,3.0,8464.0,Semi-furnished,1-5,10.0,14.0,1205.0,1.02,Sohna,single
2322,S,Independent/Builder Floor,4.0,3,2.0,8641.0,Semi-furnished,0-1,4.0,4.0,2430.0,2.1,A Block Sushant Lok Phase 1,single
2323,S,Independent/Builder Floor,3.0,3,4.0,7511.0,Unfurnished,1-5,2.0,2.0,2130.0,1.6,Sector 102,single
2324,S,Residential Apartment,4.0,5,3.0,9558.0,Semi-furnished,1-5,7.0,15.0,3400.0,3.25,Sector 110,single
2325,S,Residential Apartment,4.0,4,4.0,14522.0,Unfurnished,1-5,2.0,12.0,2410.0,3.5,Sector 66,single
2326,S,Residential Apartment,4.0,4,4.0,16489.0,Semi-furnished,1-5,14.0,17.0,3760.0,6.2,Sector 66,single
2327,S,Independent/Builder Floor,4.0,4,4.0,17142.0,Semi-furnished,1-5,4.0,4.0,2100.0,3.6,Sector 66,single
2328,S,Independent/Builder Floor,3.0,3,3.0,16666.0,Semi-furnished,1-5,1.0,2.0,1380.0,2.3,Sector 65,single
2329,S,Independent House/Villa,4.0,4,4.0,24031.007751937985,Semi-furnished,0-1,2.0,2.0,1935.0,4.65,Sector 108,multi
2330,S,Residential Apartment,4.0,4,4.0,9056.0,Semi-furnished,Under Construction,2.0,17.0,2650.0,2.4,Sector 3,single
2331,S,Residential Apartment,3.0,4,3.0,10671.0,Semi-furnished,0-1,12.0,19.0,1921.0,2.05,Sector 67A,single
2332,S,Residential Apartment,3.0,3,3.0,16923.0,Semi-furnished,1-5,1.0,17.0,1950.0,3.3,Sector 66,single
2333,S,Residential Apartment,3.0,3,4.0,15909.0,Semi-furnished,1-5,3.0,17.0,2200.0,3.5,Sector 66,single
2334,S,Independent/Builder Floor,4.0,4,4.0,12361.111111111111,Furnished,1-5,3.0,4.0,3600.0,4.45,Sector 65,single
2335,S,Residential Apartment,4.0,4,4.0,10952.380952380952,Unfurnished,1-5,0.0,3.0,3150.0,3.45,Sector 65,single
2336,S,Independent/Builder Floor,3.0,3,3.0,8125.0,Semi-furnished,1-5,2.0,2.0,1600.0,1.3,Sector 57,single
2337,S,Independent/Builder Floor,3.0,3,3.0,9868.0,Semi-furnished,Under Construction,2.0,4.0,1672.0,1.65,Sector 76,single
2338,S,Independent/Builder Floor,3.0,3,2.0,8214.0,Semi-furnished,1-5,2.0,3.0,1400.0,1.15,Sector 57,single
2339,S,Independent/Builder Floor,3.0,4,3.0,14242.0,Semi-furnished,1-5,3.0,4.0,1650.0,2.35,Sector 65,single
2340,S,Residential Apartment,2.0,2,2.0,16476.0,Semi-furnished,Under Construction,1.0,4.0,1050.0,1.73,Sector 63A,single
2341,S,Residential Apartment,3.0,4,2.0,20985.0,Semi-furnished,0-1,15.0,24.0,2072.0,4.35,Sector 108,single
2342,S,Independent/Builder Floor,3.0,3,3.0,8796.0,Semi-furnished,0-1,2.0,4.0,2160.0,1.9,Sushant Lok Phase 2,single
2343,S,Residential Apartment,4.0,4,4.0,11111.111111111111,Semi-furnished,1-5,0.0,3.0,3150.0,3.5,Sector 65,single
2346,S,Residential Apartment,3.0,3,4.0,10270.0,Furnished,1-5,12.0,14.0,1850.0,1.9,Sector 83,single
2347,S,Independent/Builder Floor,4.0,4,4.0,12500.0,Semi-furnished,0-1,3.0,4.0,3600.0,4.5,Sector 65,single
2348,S,Residential Apartment,3.0,3,3.0,14666.0,Semi-furnished,1-5,6.0,13.0,3231.0,3.3,Sector 91,single
2349,S,Independent/Builder Floor,4.0,4,2.0,15178.0,Semi-furnished,0-1,1.0,4.0,2800.0,4.25,Sector 54,single
2350,S,Independent/Builder Floor,3.0,3,2.0,8250.0,Semi-furnished,0-1,4.0,4.0,2000.0,1.65,Sector 57,single
2351,S,Residential Apartment,2.0,2,1.0,7344.0,Unfurnished,0-1,12.0,12.0,531.0,0.39,Sohna,single
2352,S,Residential Apartment,4.0,4,4.0,12962.0,Unfurnished,0-1,0.0,3.0,2700.0,3.5,Sector 65,single
2353,S,Residential Apartment,2.0,2,2.0,16034.0,Semi-furnished,5-10,3.0,10.0,1528.0,2.45,Sector 60,single
2354,S,Residential Apartment,2.0,2,2.0,15750.0,Semi-furnished,1-5,8.0,11.0,1365.0,2.15,Sector 60,single
2355,S,Residential Apartment,4.0,4,4.0,16761.0,Semi-furnished,1-5,8.0,17.0,2625.0,4.4,Sector 66,single
